Easting Northing Q1 I1 Q05 I05 elevation
741619.044 3669794.166 86.07 1 60.87 0.31 68.627
741619.448 3669794.171 85.72 1.02 60.28 0.32 68.63
741619.925 3669794.178 85.8 1.06 60.09 0.32 68.634
741620.409 3669794.186 86.11 1.09 59.81 0.32 68.64
741621.407 3669794.208 85.99 1.04 59.19 0.31 68.664
741622.014 3669794.217 85.13 1.06 58.45 0.31 68.674
741622.495 3669794.218 85.41 1.02 57.98 0.31 68.677
741623.051 3669794.219 83.69 1.02 57.31 0.31 68.68
741623.502 3669794.22 82.16 1.05 56.26 0.32 68.679
741624.325 3669794.222 82.01 1.1 55.95 0.32 68.672
741624.867 3669794.224 81.38 1.01 55.75 0.31 68.668
741625.426 3669794.233 80.41 1.02 55.28 0.3 68.677
741625.872 3669794.24 80.64 1.03 55.09 0.3 68.685
741626.281 3669794.247 79.98 1 54.3 0.32 68.692
741626.922 3669794.257 78.45 0.9 53.76 0.31 68.696
741627.543 3669794.266 77.87 0.96 53.13 0.31 68.699
741628.14 3669794.268 78.49 1 52.9 0.31 68.701
741628.704 3669794.262 78.34 0.95 52.47 0.31 68.7
741629.313 3669794.255 77.63 1 52.74 0.31 68.7
741630.001 3669794.236 77.16 0.99 52.86 0.32 68.701
741630.665 3669794.217 76.7 0.97 52.94 0.32 68.703
741631.226 3669794.203 76.73 0.96 53.29 0.31 68.701
741631.702 3669794.192 77.79 1.02 53.84 0.3 68.698
741632.14 3669794.182 78.57 0.99 53.84 0.3 68.696
741632.851 3669794.166 79.08 0.98 53.91 0.3 68.694
741633.764 3669794.147 78.65 1 54.3 0.3 68.693
741634.252 3669794.132 79.31 0.95 54.38 0.29 68.689
741634.787 3669794.109 80.13 0.96 54.66 0.3 68.681
741635.207 3669794.091 79.51 1.01 54.62 0.32 68.675
741635.846 3669794.066 80.29 1.06 55.09 0.32 68.665
741636.432 3669794.045 81.15 1.08 55.48 0.32 68.657
741637.223 3669794.019 80.8 1.14 55.16 0.32 68.647
741637.759 3669794.013 80.13 1.18 55.16 0.33 68.645
741638.179 3669794.009 80.13 1.15 55.01 0.34 68.644
741639.32 3669793.993 78.73 1.06 54.03 0.33 68.638
741640.194 3669793.978 78.65 1.06 53.52 0.34 68.631
741640.658 3669793.971 78.73 1.09 52.63 0.34 68.634
741641.213 3669793.962 78.3 1.16 52.16 0.35 68.638
741641.608 3669793.955 78.34 1.08 51.53 0.34 68.641
741642.491 3669793.936 77.59 1.1 50.83 0.34 68.644
741643.111 3669793.922 76.7 1.15 50.55 0.35 68.646
741643.682 3669793.908 76.89 1.16 50.2 0.36 68.643
741644.075 3669793.898 76.85 1.14 49.66 0.35 68.64
741644.505 3669793.888 75.68 1.1 49.54 0.35 68.636
741644.969 3669793.876 76.03 1.14 50.13 0.34 68.633
741645.853 3669793.85 76.5 1.12 50.52 0.33 68.635
741646.634 3669793.824 75.95 1.12 50.48 0.33 68.635
741647.176 3669793.801 74.82 1.12 50.95 0.34 68.63
741647.522 3669793.786 75.25 1.13 51.41 0.33 68.627
741648.048 3669793.765 75.76 1.12 51.06 0.32 68.623
741648.873 3669793.745 75.33 1.13 51.22 0.32 68.62
741649.566 3669793.728 75.84 1.13 51.34 0.32 68.618
741649.998 3669793.721 76.89 1.15 51.41 0.32 68.618
741650.431 3669793.713 75.21 1.13 51.69 0.33 68.618
741650.942 3669793.704 75.09 1.17 51.65 0.34 68.618
741651.752 3669793.686 75.6 1.15 51.1 0.34 68.616
741652.635 3669793.665 75.45 1.17 51.14 0.34 68.613
741653.129 3669793.659 75.48 1.13 51.69 0.33 68.618
741653.553 3669793.655 75.6 1.12 51.41 0.32 68.623
741654.054 3669793.651 74.82 1.06 50.91 0.32 68.629
741654.603 3669793.649 74.08 1.11 50.63 0.32 68.633
741655.358 3669793.648 74.63 1.15 49.81 0.33 68.635
741656.019 3669793.648 73.3 1.18 49.7 0.32 68.633
741656.523 3669793.647 73.41 1.19 49.7 0.32 68.619
741657.027 3669793.646 73.88 1.21 50.16 0.32 68.606
741657.414 3669793.645 74.78 1.19 50.67 0.32 68.595
741658.406 3669793.62 74.66 1.21 50.95 0.32 68.608
741659.235 3669793.594 73.92 1.18 50.55 0.33 68.615
741659.737 3669793.569 74.51 1.13 50.91 0.31 68.608
741660.162 3669793.548 73.45 1.13 50.59 0.32 68.603
741660.756 3669793.522 73.84 1.13 50.63 0.32 68.596
741661.409 3669793.508 73.92 1.11 50.44 0.32 68.592
741662.128 3669793.493 74.16 1.12 49.93 0.31 68.586
741662.737 3669793.497 74.04 1.17 49.54 0.32 68.592
741663.159 3669793.5 73.1 1.1 49.27 0.32 68.596
741663.624 3669793.505 72.67 1.08 48.76 0.33 68.601
741664.355 3669793.504 71.62 1.11 48.25 0.34 68.595
741665.043 3669793.502 71.62 1.08 48.52 0.34 68.586
741665.539 3669793.495 72.16 1.12 48.8 0.34 68.578
741666.086 3669793.479 72.2 1.15 48.88 0.34 68.567
741666.586 3669793.465 72.36 1.13 49.11 0.33 68.558
741667.136 3669793.445 72.63 1.09 49.19 0.33 68.551
741667.901 3669793.412 72.98 1.09 48.8 0.34 68.549
741668.621 3669793.382 72.56 1.08 48.68 0.33 68.549
741669.073 3669793.366 72.75 1.08 48.48 0.33 68.555
741669.694 3669793.344 72.09 1.05 48.02 0.34 68.562
741670.293 3669793.323 71.46 1.05 47.35 0.35 68.562
741670.886 3669793.301 71.5 1.08 47.63 0.35 68.558
741671.591 3669793.275 72.98 1.1 48.02 0.34 68.551
741672.13 3669793.254 73.1 1.16 48.37 0.34 68.54
741672.595 3669793.235 72.95 1.19 48.95 0.34 68.529
741672.981 3669793.22 72.28 1.13 48.72 0.34 68.521
741673.721 3669793.214 72.98 1.16 49.3 0.34 68.531
741674.584 3669793.21 74.35 1.2 49.5 0.33 68.543
741674.957 3669793.212 73.92 1.07 49.03 0.33 68.544
741675.401 3669793.213 73.26 1.1 49.07 0.33 68.544
741675.848 3669793.215 73.38 1.16 49.3 0.34 68.545
741676.664 3669793.215 75.02 1.16 49.93 0.33 68.55
741677.43 3669793.214 74.82 1.15 50.24 0.32 68.557
741678.032 3669793.21 74.27 1.15 49.93 0.33 68.548
741678.424 3669793.207 74.51 1.16 49.27 0.33 68.536
741678.897 3669793.202 74.43 1.2 49.58 0.34 68.523
741679.602 3669793.189 75.17 1.16 49.34 0.33 68.512
741680.335 3669793.171 75.41 1.17 50.13 0.34 68.507
741680.958 3669793.157 75.6 1.16 49.97 0.34 68.506
741681.322 3669793.149 74.98 1.16 50.55 0.34 68.507
741681.761 3669793.14 74.78 1.19 50.36 0.34 68.508
741682.306 3669793.128 74.82 1.16 50.59 0.34 68.51
741683.006 3669793.116 74.98 1.18 50.59 0.34 68.515
741683.854 3669793.1 74.86 1.16 50.75 0.33 68.519
741684.357 3669793.086 75.52 1.13 50.63 0.32 68.515
741684.822 3669793.073 74.78 1.11 50.63 0.32 68.511
741685.248 3669793.061 74.86 1.11 50.32 0.33 68.507
741685.965 3669793.038 74.98 1.11 49.97 0.33 68.509
741687.273 3669792.993 74.16 1.14 50.36 0.35 68.51
741687.72 3669792.978 73.88 1.21 50.79 0.36 68.509
741688.204 3669792.961 75.29 1.18 51.34 0.34 68.507
741688.729 3669792.948 75.29 1.18 51.38 0.35 68.508
741689.461 3669792.932 74.82 1.24 51.41 0.36 68.511
741690.04 3669792.922 75.72 1.28 51.77 0.36 68.513
741690.596 3669792.92 76.31 1.28 51.45 0.35 68.511
741691.153 3669792.918 76.66 1.3 51.06 0.34 68.509
741691.695 3669792.918 75.95 1.31 51.02 0.34 68.513
741692.382 3669792.92 76.34 1.28 51.22 0.34 68.526
741692.993 3669792.922 76.46 1.2 51.65 0.33 68.533
741693.489 3669792.92 74.98 1.25 51.3 0.33 68.526
741693.785 3669792.92 75.13 1.29 51.65 0.33 68.521
741694.214 3669792.919 77.09 1.26 52.12 0.33 68.514
741695.09 3669792.906 77.67 1.26 51.88 0.35 68.514
741695.935 3669792.891 77.36 1.25 52.08 0.33 68.515
741696.292 3669792.88 77.28 1.16 52.31 0.33 68.51
741696.791 3669792.864 77.71 1.19 52.55 0.34 68.503
741697.896 3669792.831 76.7 1.18 52.31 0.33 68.499
741698.709 3669792.808 77.56 1.13 52.04 0.33 68.503
741699.164 3669792.797 75.91 1.12 51.57 0.33 68.499
741699.66 3669792.786 76.27 1.23 51.49 0.34 68.495
741700.012 3669792.779 76.34 1.21 51.69 0.35 68.492
741700.697 3669792.77 76.07 1.27 51.73 0.34 68.48
741701.565 3669792.766 76.07 1.29 52.39 0.33 68.459
741702.074 3669792.763 76.19 1.22 52.47 0.32 68.454
741702.55 3669792.758 78.38 1.23 52.63 0.33 68.457
741703.145 3669792.752 77.79 1.2 52.35 0.32 68.461
741703.621 3669792.747 77.24 1.19 52.63 0.32 68.463
741704.322 3669792.74 77.13 1.11 52.98 0.31 68.465
741704.98 3669792.734 77.32 1.14 52.94 0.32 68.468
741705.545 3669792.733 76.89 1.19 52.86 0.32 68.474
741705.897 3669792.733 77.91 1.17 52.82 0.32 68.479
741706.25 3669792.732 76.97 1.22 53.09 0.32 68.483
741707.122 3669792.733 76.62 1.28 52.27 0.33 68.485
741707.923 3669792.735 76.97 1.24 52.86 0.33 68.485
741708.311 3669792.737 77.01 1.2 52.9 0.34 68.48
741708.733 3669792.738 78.14 1.22 53.37 0.34 68.475
741709.121 3669792.74 79.31 1.24 53.68 0.34 68.471
741709.797 3669792.749 79.27 1.2 53.95 0.33 68.473
741710.454 3669792.759 79.23 1.21 53.95 0.33 68.478
741711.009 3669792.769 79.23 1.26 54.19 0.34 68.477
741711.501 3669792.779 80.68 1.27 54.66 0.35 68.472
741711.924 3669792.787 80.72 1.28 55.4 0.35 68.467
741712.448 3669792.791 80.99 1.3 55.32 0.35 68.458
741713.195 3669792.789 81.46 1.3 55.4 0.34 68.441
741713.792 3669792.781 82.91 1.25 55.79 0.33 68.436
741714.232 3669792.768 82.87 1.25 55.59 0.33 68.442
741714.71 3669792.753 82.83 1.23 55.95 0.34 68.448
741715.275 3669792.738 82.59 1.24 56.38 0.32 68.455
741715.87 3669792.722 83.57 1.21 56.61 0.32 68.462
741716.443 3669792.708 82.79 1.21 56.26 0.33 68.468
741716.832 3669792.705 82.4 1.22 56.73 0.33 68.467
741717.284 3669792.702 82.98 1.22 56.73 0.33 68.466
741717.738 3669792.699 83.61 1.18 56.77 0.32 68.465
741718.308 3669792.697 82.63 1.2 56.45 0.32 68.464
741719.284 3669792.693 83.26 1.23 57.04 0.31 68.462
741719.621 3669792.695 83.73 1.26 57.08 0.32 68.465
741720.127 3669792.697 84.51 1.28 56.77 0.33 68.468
741720.534 3669792.699 84.43 1.33 56.92 0.33 68.471
741721.157 3669792.713 84.08 1.32 56.96 0.34 68.465
741721.857 3669792.732 85.13 1.35 58.09 0.34 68.456
741722.243 3669792.749 85.64 1.39 58.45 0.35 68.448
741722.569 3669792.767 85.52 1.38 59.27 0.34 68.44
741722.893 3669792.784 87.87 1.42 59.54 0.34 68.432
741723.375 3669792.815 87.87 1.36 60.4 0.34 68.423
741723.949 3669792.856 88.22 1.32 60.75 0.35 68.416
741724.401 3669792.891 87.98 1.26 60.83 0.35 68.409
741724.692 3669792.915 87.16 1.21 61.34 0.34 68.405
741724.858 3669792.929 88.53 1.18 62 0.33 68.403
741725.128 3669792.952 88.41 1.08 62.31 0.33 68.399
741725.535 3669792.98 88.18 0.9 62.43 0.33 68.396
741725.98 3669793.011 88.02 0.81 62.35 0.33 68.393
741726.068 3669793.018 87.56 0.73 62.23 0.34 68.394
741726.19 3669793.027 86.81 0.66 62.23 0.35 68.394
741726.278 3669793.034 85.29 0.47 61.61 0.35 68.395
741727.437 3669793.691 83.38 -0.09 61.02 0.34 68.338
741727.098 3669793.312 80.6 -0.54 61.26 0.28 68.344
741727.56 3669793.102 79.94 -0.7 61.1 0.28 68.351
741727.787 3669793.039 78.65 -0.8 60.79 0.27 68.348
741727.986 3669793.004 78.1 -0.73 60.75 0.26 68.343
741728.184 3669792.968 79.16 -0.64 61.02 0.27 68.338
741728.499 3669792.89 79.7 -0.62 61.1 0.28 68.332
741728.852 3669792.775 78.88 -0.77 61.02 0.27 68.328
741729.118 3669792.689 77.28 -1.08 59.93 0.25 68.324
741729.441 3669792.552 75.33 -1.27 58.41 0.24 68.318
741729.713 3669792.435 73.77 -1.28 58.13 0.25 68.313
741729.998 3669792.303 72.95 -1.36 57.7 0.24 68.304
741730.324 3669792.114 73.65 -1.42 57.78 0.23 68.284
741730.913 3669791.727 78.49 -1.11 59.3 0.26 68.242
741731.101 3669791.577 80.21 -0.85 60.95 0.27 68.226
741731.306 3669791.415 81.46 -0.74 62.63 0.27 68.208
741731.632 3669791.096 83.06 -0.5 65.13 0.29 68.188
741731.987 3669790.71 85.95 -0.11 67.35 0.32 68.17
741732.168 3669790.441 88.92 0.27 69.3 0.31 68.162
741732.316 3669790.193 91.73 0.52 70.83 0.33 68.156
741732.463 3669789.947 94.47 0.73 71.73 0.35 68.15
741732.62 3669789.569 96.23 0.87 72.78 0.33 68.137
741732.738 3669789.233 97.59 1.04 73.6 0.32 68.124
741732.811 3669788.946 99.43 1.21 74.89 0.32 68.118
741732.84 3669788.635 102.13 1.35 75.05 0.33 68.12
741732.861 3669788.406 102.67 1.43 75.75 0.32 68.121
741732.874 3669788.092 102.98 1.53 75.71 0.33 68.118
741732.852 3669787.541 103.22 1.55 75.4 0.34 68.101
741732.819 3669787.207 102.83 1.49 75.79 0.3 68.091
741732.775 3669786.984 102.63 1.5 76.73 0.32 68.084
741732.731 3669786.761 103.49 1.52 77.7 0.35 68.078
741732.682 3669786.517 104.23 1.48 78.52 0.35 68.071
741732.569 3669786.15 104.39 1.49 78.17 0.34 68.074
741732.452 3669785.775 104.66 1.32 77.27 0.31 68.079
741732.352 3669785.542 103.53 1.29 75.2 0.31 68.095
741732.234 3669785.277 102.95 1.3 73.48 0.32 68.115
741732.134 3669785.053 100.29 1.28 71.26 0.31 68.132
741731.889 3669784.7 99.04 1.29 71.14 0.29 68.103
741731.609 3669784.326 99.94 1.37 72.16 0.29 68.06
741731.456 3669784.201 100.88 1.37 72.23 0.29 68.07
741731.257 3669784.038 101.89 1.35 71.92 0.3 68.084
741731.028 3669783.851 101.89 1.26 71.45 0.32 68.1
741730.823 3669783.708 101.15 1.3 70.83 0.32 68.105
741730.412 3669783.433 100.6 1.29 69.97 0.32 68.111
741730.1 3669783.262 99.12 1.39 69.23 0.32 68.116
741729.908 3669783.179 99.39 1.52 69.73 0.32 68.119
741729.638 3669783.063 99.63 1.65 71.18 0.32 68.124
741729.406 3669782.972 100.09 1.7 71.8 0.31 68.129
741728.891 3669782.866 101.81 1.71 72.23 0.3 68.157
741728.501 3669782.806 101.81 1.71 71.65 0.31 68.177
741728.258 3669782.803 101.03 1.7 70.16 0.33 68.189
741727.971 3669782.799 99.47 1.71 68.45 0.33 68.202
741727.727 3669782.795 98.49 1.65 67.23 0.34 68.214
741727.239 3669782.853 97.95 1.59 66.38 0.34 68.224
741726.807 3669782.906 97.75 1.56 65.28 0.32 68.232
741726.491 3669782.983 96.89 1.56 64.81 0.31 68.231
741726.234 3669783.051 95.48 1.53 64.38 0.29 68.229
741725.977 3669783.118 95.84 1.5 64.46 0.29 68.227
741725.586 3669783.227 95.21 1.48 64.38 0.29 68.229
741724.993 3669783.403 95.48 1.47 64.77 0.3 68.236
741724.614 3669783.513 95.17 1.55 64.27 0.31 68.236
741724.25 3669783.618 94.51 1.57 63.64 0.31 68.234
741723.914 3669783.716 94.12 1.57 63.41 0.31 68.231
741723.458 3669783.842 94.7 1.54 63.13 0.33 68.227
741722.946 3669783.979 95.06 1.53 63.33 0.33 68.223
741722.44 3669784.113 94.47 1.56 62.39 0.33 68.219
741722.079 3669784.2 93.61 1.55 63.25 0.33 68.213
741721.659 3669784.302 94.39 1.5 63.29 0.32 68.207
741721.277 3669784.392 94 1.45 62.78 0.3 68.203
741720.588 3669784.535 93.38 1.43 62.31 0.3 68.21
741720.078 3669784.638 91.11 1.41 61.77 0.3 68.215
741719.693 3669784.689 91.19 1.39 61.8 0.32 68.221
741719.309 3669784.74 90.95 1.36 61.26 0.32 68.226
741718.861 3669784.8 89.12 1.35 60.55 0.33 68.232
741718.31 3669784.836 87.79 1.34 60.09 0.33 68.232
741717.76 3669784.871 88.1 1.35 59.77 0.34 68.233
741717.25 3669784.893 88.26 1.35 59.62 0.33 68.243
741716.801 3669784.907 87.75 1.38 58.8 0.32 68.256
741716.317 3669784.922 86.03 1.36 58.21 0.31 68.271
741715.832 3669784.922 85.41 1.35 57.9 0.32 68.279
741715.38 3669784.921 85.76 1.34 57.82 0.32 68.287
741714.973 3669784.916 84.98 1.38 57 0.33 68.289
741714.654 3669784.907 84.55 1.4 56.3 0.34 68.285
741714.333 3669784.898 84 1.4 55.95 0.34 68.282
741713.971 3669784.894 83.92 1.41 55.28 0.33 68.285
741713.518 3669784.898 83.57 1.37 55.09 0.33 68.305
741713.084 3669784.903 82.87 1.37 54.5 0.33 68.321
741712.667 3669784.917 81.11 1.39 53.84 0.33 68.323
741712.34 3669784.928 80.17 1.39 53.56 0.33 68.324
741712.013 3669784.939 81.15 1.42 53.33 0.33 68.325
741711.38 3669784.953 81.34 1.45 52.9 0.34 68.349
741710.653 3669784.966 80.88 1.46 52.51 0.34 68.378
741710.225 3669784.958 79.51 1.45 52.66 0.34 68.377
741709.693 3669784.947 80.06 1.41 52.82 0.33 68.376
741709.372 3669784.94 81.07 1.41 53.13 0.31 68.375
741708.644 3669784.924 80.8 1.37 54.07 0.29 68.399
741708.154 3669784.913 81.23 1.36 54.34 0.29 68.417
741707.532 3669784.901 81.85 1.37 53.56 0.29 68.43
741707.106 3669784.894 80.88 1.38 53.05 0.29 68.433
741706.604 3669784.886 80.02 1.38 53.09 0.29 68.437
741706.087 3669784.875 80.72 1.37 53.64 0.3 68.439
741705.311 3669784.856 80.45 1.4 52.74 0.3 68.441
741704.84 3669784.851 79.9 1.47 52.55 0.32 68.442
741704.451 3669784.851 79.31 1.49 52.08 0.33 68.442
741703.993 3669784.852 80.25 1.48 51.61 0.32 68.443
741703.563 3669784.856 79.74 1.47 50.98 0.32 68.444
741702.888 3669784.875 78.81 1.48 51.06 0.33 68.453
741702.164 3669784.894 78.88 1.51 51.18 0.32 68.463
741701.725 3669784.905 79.39 1.51 51.22 0.32 68.475
741701.288 3669784.917 78.69 1.5 50.32 0.31 68.488
741700.849 3669784.928 78.73 1.5 50.75 0.29 68.5
741700.148 3669784.972 79.51 1.45 50.95 0.29 68.497
741699.356 3669785.023 79.7 1.45 51.1 0.29 68.491
741698.85 3669785.067 78.92 1.48 51.45 0.3 68.485
741698.41 3669785.107 79.35 1.5 51.73 0.31 68.48
741697.972 3669785.146 79.63 1.48 52.2 0.31 68.474
741697.347 3669785.186 79.9 1.51 51.92 0.32 68.473
741696.595 3669785.226 79.82 1.52 52.35 0.33 68.476
741696.03 3669785.243 80.13 1.52 52.04 0.32 68.481
741695.567 3669785.244 79.51 1.49 51.77 0.32 68.489
741695.104 3669785.245 79.43 1.51 51.26 0.31 68.497
741694.655 3669785.244 80.13 1.47 51.14 0.31 68.505
741693.946 3669785.232 79 1.47 50.4 0.32 68.519
741693.143 3669785.221 78.22 1.47 50.36 0.31 68.533
741692.592 3669785.216 78.61 1.48 50.2 0.32 68.537
741692.195 3669785.213 77.71 1.43 50.16 0.31 68.539
741691.604 3669785.217 77.24 1.41 50.48 0.3 68.546
741690.825 3669785.242 77.48 1.43 49.77 0.3 68.564
741690.157 3669785.268 77.59 1.46 49.89 0.31 68.572
741689.72 3669785.296 77.13 1.44 50.05 0.31 68.564
741689.318 3669785.321 77.16 1.45 50.09 0.3 68.556
741688.879 3669785.349 78.02 1.45 50.01 0.29 68.548
741688.076 3669785.406 78.02 1.4 49.85 0.31 68.553
741687.247 3669785.466 77.32 1.44 49.97 0.32 68.561
741686.668 3669785.492 77.56 1.49 50.28 0.33 68.568
741686.157 3669785.513 78.02 1.43 49.15 0.33 68.574
741685.648 3669785.534 77.63 1.45 49.62 0.31 68.58
741684.999 3669785.543 78.38 1.49 49.7 0.31 68.582
741683.891 3669785.552 78.22 1.51 49.42 0.33 68.585
741683.553 3669785.558 78.61 1.52 50.16 0.32 68.585
741682.913 3669785.57 79.04 1.54 50.16 0.33 68.583
741682.319 3669785.582 79.2 1.54 50.59 0.33 68.582
741681.555 3669785.61 78.53 1.51 50.67 0.33 68.583
741680.776 3669785.643 78.34 1.52 50.83 0.34 68.584
741680.3 3669785.664 78.69 1.48 50.28 0.35 68.584
741679.899 3669785.682 78.38 1.44 49.93 0.36 68.584
741679.426 3669785.704 78.61 1.45 50.01 0.35 68.585
741678.741 3669785.733 78.73 1.47 49.89 0.34 68.586
741678.228 3669785.754 77.83 1.45 49.42 0.35 68.588
741677.63 3669785.777 77.28 1.46 49.7 0.35 68.59
741677.26 3669785.79 78.53 1.48 50.13 0.35 68.592
741676.768 3669785.806 79.31 1.49 50.16 0.36 68.594
741676.491 3669785.815 78.96 1.51 50.75 0.35 68.595
741676.014 3669785.829 78.41 1.52 50.67 0.36 68.601
741675.433 3669785.846 78.65 1.5 50.55 0.36 68.61
741674.859 3669785.864 78.49 1.48 50.36 0.36 68.613
741674.511 3669785.875 79.66 1.51 50.55 0.35 68.61
741674.131 3669785.887 79.94 1.47 50.91 0.36 68.607
741673.718 3669785.898 80.02 1.47 50.98 0.37 68.613
741673.106 3669785.913 80.25 1.49 51.53 0.38 68.629
741672.959 3669785.916 80.37 1.51 51.3 0.38 68.628
741672.651 3669785.921 80.06 1.53 51.34 0.37 68.624
741672.385 3669785.925 79.74 1.55 51.45 0.37 68.62
741672.035 3669785.935 80.29 1.54 51.61 0.36 68.616
741671.726 3669785.945 80.8 1.52 51.77 0.35 68.613
741671.399 3669785.958 81.77 1.52 52.2 0.34 68.615
741671.196 3669785.968 81.97 1.52 52.23 0.33 68.623
741670.975 3669785.979 82.95 1.52 52.27 0.34 68.632
741670.662 3669785.994 83.41 1.48 51.69 0.35 68.643
741670.251 3669786.014 81.46 1.47 51.22 0.37 68.656
741669.789 3669786.037 81.77 1.49 51.41 0.36 68.669
741669.424 3669786.061 81.46 1.52 51.41 0.36 68.669
741669.138 3669786.08 80.88 1.5 51.69 0.37 68.668
741668.851 3669786.099 81.89 1.5 52.08 0.37 68.668
741668.261 3669786.126 82.44 1.5 52.23 0.37 68.676
741667.633 3669786.153 82.63 1.5 52.55 0.36 68.685
741667.224 3669786.169 82.67 1.47 52.12 0.35 68.684
741666.775 3669786.187 83.1 1.45 52.82 0.35 68.681
741666.422 3669786.201 82.87 1.48 53.52 0.36 68.679
741665.817 3669786.23 83.26 1.51 54.7 0.36 68.686
741665.146 3669786.264 84.86 1.52 55.24 0.35 68.698
741664.634 3669786.293 84.59 1.52 54.7 0.34 68.705
741664.138 3669786.326 84.31 1.48 53.91 0.33 68.707
741663.747 3669786.352 83.34 1.48 53.84 0.33 68.709
741662.374 3669786.461 85.37 1.46 55.09 0.33 68.723
741661.472 3669786.532 85.76 1.5 55.28 0.33 68.735
741661.072 3669786.555 85.37 1.46 54.27 0.33 68.742
741660.469 3669786.59 85.02 1.46 54.15 0.33 68.751
741660.11 3669786.611 85.72 1.45 54.3 0.33 68.757
741659.41 3669786.621 85.84 1.5 54.3 0.34 68.754
741658.638 3669786.63 86.11 1.53 54.85 0.35 68.749
741658.122 3669786.633 86.54 1.53 55.71 0.35 68.75
741657.481 3669786.632 87.48 1.54 57.04 0.33 68.755
741656.837 3669786.631 88.14 1.57 57.23 0.33 68.76
741655.95 3669786.638 88.1 1.57 57.16 0.34 68.783
741655.137 3669786.645 88.22 1.57 57.08 0.33 68.808
741654.549 3669786.655 87.2 1.58 56.53 0.34 68.817
741653.973 3669786.666 88.57 1.59 56.45 0.34 68.823
741653.531 3669786.674 88.84 1.59 56.1 0.34 68.828
741652.875 3669786.686 86.81 1.56 55.13 0.35 68.828
741651.968 3669786.702 86.66 1.53 54.89 0.34 68.819
741651.361 3669786.714 87.16 1.52 54.77 0.34 68.822
741650.835 3669786.725 86.15 1.5 54.34 0.35 68.835
741650.133 3669786.741 85.64 1.48 53.84 0.35 68.853
741649.794 3669786.748 84.7 1.5 53.25 0.35 68.859
741648.945 3669786.763 83.84 1.5 53.52 0.35 68.861
741648.278 3669786.774 84.63 1.45 53.88 0.33 68.863
741647.617 3669786.781 85.72 1.45 53.41 0.33 68.874
741647.11 3669786.786 84.27 1.47 53.13 0.33 68.882
741646.604 3669786.79 83.69 1.46 52.94 0.33 68.891
741645.641 3669786.808 84 1.47 52.63 0.33 68.893
741644.84 3669786.822 84.78 1.48 53.05 0.34 68.893
741644.168 3669786.838 84.7 1.47 53.02 0.35 68.903
741643.786 3669786.846 84.78 1.48 52.39 0.33 68.909
741643.233 3669786.859 83.06 1.46 52.31 0.35 68.918
741642.677 3669786.873 82.91 1.46 51.57 0.33 68.922
741641.935 3669786.893 84.12 1.54 52.51 0.35 68.921
741641.307 3669786.909 85.02 1.57 53.41 0.35 68.92
741640.553 3669786.929 86.31 1.58 54.3 0.36 68.923
741639.798 3669786.949 87.4 1.62 54.7 0.35 68.927
741639.021 3669786.966 87.71 1.61 55.44 0.35 68.928
741638.097 3669786.982 89.59 1.62 56.61 0.32 68.927
741637.307 3669786.996 90.09 1.64 56.38 0.32 68.93
741636.768 3669787.005 89.51 1.61 56.88 0.33 68.937
741636.179 3669787.015 89.78 1.63 57.08 0.32 68.945
741635.531 3669787.029 88.41 1.63 56.69 0.34 68.948
741634.559 3669787.064 88.65 1.63 56.41 0.35 68.931
741633.713 3669787.095 89.74 1.62 57.47 0.34 68.917
741633.228 3669787.111 89.43 1.63 58.41 0.33 68.92
741632.746 3669787.127 90.6 1.59 58.45 0.32 68.922
741632.181 3669787.146 89.74 1.59 58.29 0.31 68.925
741631.419 3669787.164 89.78 1.6 58.21 0.32 68.929
741629.786 3669787.187 89.63 1.59 57.59 0.33 68.937
741629.212 3669787.208 88.53 1.58 56.61 0.33 68.93
741628.636 3669787.228 88.34 1.58 56.57 0.34 68.923
741628.108 3669787.247 87.52 1.57 56.14 0.33 68.917
741627.432 3669787.271 86.5 1.54 55.95 0.33 68.914
741626.354 3669787.309 86.77 1.55 55.83 0.33 68.916
741625.668 3669787.332 86.5 1.52 55.59 0.32 68.917
