Easting Northing Q1 I1 Q05 I05 elevation
741648.555 3669677.964 121.73 1.42 83.64 0.42 65.595
741649.195 3669677.943 121.42 1.46 84.3 0.41 65.589
741649.684 3669677.928 122.2 1.37 84.15 0.4 65.593
741650.592 3669677.906 121.11 1.37 83.99 0.41 65.633
741651.475 3669677.884 122.28 1.48 85.28 0.41 65.667
741651.951 3669677.87 123.1 1.43 85.95 0.41 65.668
741652.468 3669677.854 122.24 1.46 85.75 0.42 65.67
741652.988 3669677.838 124 1.51 85.63 0.4 65.673
741653.836 3669677.826 123.38 1.51 82 0.42 65.696
741654.884 3669677.816 120.09 1.51 80.28 0.43 65.73
741655.541 3669677.816 120.45 1.52 80.91 0.43 65.759
741655.849 3669677.816 119.59 1.46 78.33 0.42 65.773
741657.059 3669677.819 116.77 1.55 78.21 0.44 65.804
741657.856 3669677.824 116.62 1.42 76.41 0.41 65.803
741658.411 3669677.828 117.01 1.44 76.96 0.41 65.803
741659.019 3669677.838 117.01 1.45 76.34 0.41 65.801
741659.724 3669677.851 116.58 1.48 74.85 0.43 65.8
741660.473 3669677.862 113.92 1.5 74.7 0.43 65.774
741661.416 3669677.875 114.55 1.4 75.63 0.41 65.715
741662.124 3669677.879 115.29 1.39 75.63 0.43 65.679
741662.548 3669677.878 114.74 1.38 77.16 0.4 65.663
741663.092 3669677.876 117.98 1.38 79.19 0.41 65.644
741663.519 3669677.874 119.66 1.37 79.38 0.42 65.628
741664.351 3669677.852 118.84 1.41 79.3 0.41 65.653
741665.225 3669677.828 119.55 1.42 79.54 0.42 65.682
741665.763 3669677.811 119.2 1.43 78.25 0.43 65.682
741666.262 3669677.795 116.97 1.41 76.8 0.43 65.683
741666.721 3669677.78 118.22 1.48 78.21 0.43 65.683
741667.539 3669677.758 119.04 1.46 78.6 0.42 65.705
741668.431 3669677.736 118.53 1.48 77.63 0.43 65.736
741668.978 3669677.722 118.3 1.5 78.17 0.43 65.732
741669.454 3669677.709 119 1.42 78.56 0.41 65.726
741670.016 3669677.694 119.04 1.41 78.17 0.42 65.72
741670.703 3669677.682 118.1 1.46 77.66 0.43 65.727
741671.468 3669677.669 118.41 1.45 77.55 0.42 65.739
741672.133 3669677.653 117.91 1.43 76.57 0.43 65.74
741672.691 3669677.634 117.28 1.43 77.04 0.41 65.733
741673.13 3669677.619 119.35 1.41 77.04 0.38 65.728
741673.675 3669677.596 119.04 1.38 76.84 0.38 65.727
741674.577 3669677.551 118.26 1.4 77.31 0.38 65.74
741675.32 3669677.517 118.77 1.42 77.7 0.39 65.751
741675.821 3669677.5 118.57 1.48 77.43 0.41 65.758
741676.214 3669677.487 117.83 1.49 77.2 0.4 65.764
741676.607 3669677.474 118.38 1.48 76.73 0.41 65.77
741677.357 3669677.457 116.5 1.47 74.62 0.43 65.78
741678.391 3669677.435 114.7 1.47 75.05 0.42 65.794
741678.935 3669677.425 116.73 1.44 75.75 0.4 65.801
741679.368 3669677.417 117.95 1.48 76.18 0.42 65.806
741679.839 3669677.408 117.13 1.49 76.26 0.4 65.812
741680.561 3669677.392 118.14 1.46 77.35 0.4 65.789
741681.28 3669677.374 119.7 1.41 79.07 0.39 65.757
741681.913 3669677.361 120.48 1.38 78.8 0.36 65.769
741682.297 3669677.353 119.59 1.41 76.88 0.38 65.796
741682.876 3669677.342 117.13 1.44 74.93 0.39 65.835
741683.453 3669677.325 114.98 1.47 75.05 0.39 65.85
741684.445 3669677.29 116.89 1.51 77.12 0.38 65.836
741685.061 3669677.264 118.96 1.46 76.96 0.38 65.834
741685.531 3669677.241 118.14 1.51 76.1 0.39 65.838
741685.962 3669677.22 118.57 1.58 77.7 0.41 65.841
741686.488 3669677.198 120.06 1.52 79.58 0.4 65.848
741687.377 3669677.181 119.78 1.54 78.99 0.4 65.871
741688.033 3669677.173 118.88 1.57 77.55 0.4 65.886
741688.418 3669677.176 119 1.59 76.14 0.39 65.889
741688.905 3669677.179 116.85 1.55 74.15 0.4 65.893
741689.325 3669677.182 116.27 1.54 74.23 0.38 65.897
741691.024 3669677.163 116.15 1.55 74.11 0.42 65.857
741691.489 3669677.151 115.21 1.55 74.77 0.41 65.85
741691.938 3669677.137 118.02 1.54 76.65 0.4 65.844
741692.352 3669677.125 119.31 1.45 76.61 0.39 65.839
741692.924 3669677.106 118.69 1.47 77.31 0.36 65.838
741693.98 3669677.061 120.45 1.48 77.16 0.37 65.858
741694.716 3669677.033 119.78 1.52 75.87 0.38 65.867
741695.184 3669677.017 116.97 1.53 74.85 0.39 65.868
741695.613 3669677.002 117.36 1.58 76.1 0.4 65.868
741696.245 3669676.99 118.38 1.6 76.69 0.41 65.865
741697.135 3669676.991 118.45 1.6 77.39 0.42 65.852
741697.857 3669676.99 120.84 1.58 78.88 0.4 65.843
741698.493 3669676.985 122.32 1.54 79.34 0.4 65.837
741698.93 3669676.981 122.24 1.57 79.46 0.41 65.833
741699.513 3669676.971 122.36 1.6 80.44 0.41 65.834
741700.409 3669676.942 123.34 1.59 80.36 0.4 65.848
741701.083 3669676.923 122.44 1.6 79.81 0.41 65.856
741701.528 3669676.918 123.73 1.62 82.12 0.4 65.851
741702.008 3669676.913 126.85 1.61 83.33 0.4 65.846
741702.45 3669676.907 127.59 1.63 83.09 0.42 65.842
741703.243 3669676.928 127.32 1.65 83.02 0.42 65.823
741704.128 3669676.958 127.87 1.67 83.33 0.44 65.799
741704.89 3669677.007 127.91 1.67 83.29 0.46 65.791
741705.361 3669677.041 129.27 1.68 85.13 0.44 65.788
741705.878 3669677.079 132.4 1.67 86.18 0.44 65.785
741706.63 3669677.142 131.38 1.68 87.94 0.43 65.783
741707.395 3669677.207 134.04 1.59 91.41 0.39 65.782
741708.082 3669677.276 136.42 1.57 90.98 0.39 65.786
741708.552 3669677.331 132.4 1.6 89.7 0.42 65.793
741709.106 3669677.396 132.52 1.62 90.44 0.41 65.801
741709.654 3669677.462 134.66 1.57 91.26 0.4 65.805
741710.719 3669677.602 132.95 1.59 91.8 0.42 65.797
741711.415 3669677.692 132.87 1.6 91.38 0.44 65.795
741711.904 3669677.754 131.62 1.54 90.01 0.44 65.798
741712.391 3669677.816 127.44 1.52 87.94 0.44 65.802
741712.948 3669677.887 127.09 1.54 86.18 0.45 65.806
741713.728 3669677.991 125.45 1.54 84.27 0.45 65.804
741714.533 3669678.098 122.01 1.46 82.59 0.45 65.802
741715.009 3669678.159 120.48 1.45 82.66 0.44 65.802
741715.325 3669678.199 121.23 1.3 82.9 0.43 65.801
741715.706 3669678.247 120.64 1.07 83.48 0.44 65.801
741716.221 3669678.294 119.35 0.93 83.84 0.43 65.813
741717.191 3669678.354 117.83 0.68 84.54 0.43 65.854
741717.674 3669678.344 115.21 0.24 85.13 0.41 65.849
741718.111 3669678.319 112.09 -0.06 86.22 0.4 65.835
741718.447 3669678.3 114 -0.12 87.74 0.39 65.825
741719.105 3669678.216 115.37 -0.57 87.63 0.37 65.825
741719.712 3669678.108 113.88 -0.91 86.3 0.35 65.839
741720.223 3669677.989 110.45 -1 85.01 0.35 65.845
741720.619 3669677.859 106.85 -1.35 85.09 0.33 65.842
741721.046 3669677.718 109.51 -1.27 86.14 0.33 65.839
741721.463 3669677.544 111.89 -1.15 86.14 0.34 65.824
741722.151 3669677.169 112.2 -0.86 86.77 0.35 65.771
741722.682 3669676.83 113.73 -0.49 89.81 0.38 65.733
741722.912 3669676.64 118.41 -0.47 93.76 0.39 65.72
741723.19 3669676.412 123.14 -0.1 97.39 0.39 65.703
741723.444 3669676.204 126.73 0.25 98.41 0.4 65.688
741723.895 3669675.649 128.1 0.55 97.16 0.41 65.686
741724.251 3669675.172 128.18 0.9 96.53 0.43 65.688
741724.428 3669674.802 128.34 0.93 97.63 0.41 65.678
741724.589 3669674.387 130.48 1.14 97.94 0.4 65.662
741724.695 3669674.112 132.79 1.26 98.99 0.39 65.651
741724.82 3669673.328 132.32 1.31 96.14 0.37 65.624
741724.865 3669672.801 132.67 1.26 94.66 0.34 65.606
741724.833 3669672.456 133.02 1.22 94.73 0.32 65.591
741724.779 3669672.057 131.85 1.08 94.46 0.35 65.572
741724.741 3669671.773 130.91 1 95.83 0.35 65.559
741724.639 3669671.322 129.74 1.09 96.57 0.37 65.551
741724.444 3669670.674 130.13 1.19 94.93 0.42 65.552
741724.277 3669670.243 129.35 1.27 93.25 0.44 65.547
741724.076 3669669.899 129 1.34 92.63 0.43 65.533
741723.906 3669669.608 129.74 1.44 92.9 0.46 65.52
741723.54 3669669.114 130.64 1.51 95.32 0.46 65.5
741723.046 3669668.633 132.75 1.53 96.34 0.44 65.481
741722.578 3669668.25 132.67 1.53 97.12 0.45 65.473
741722.272 3669668.067 132.28 1.55 97.39 0.43 65.477
741721.936 3669667.865 133.45 1.56 97.94 0.42 65.481
741721.508 3669667.646 135.56 1.6 97.55 0.45 65.482
741720.961 3669667.486 135.84 1.6 97.04 0.45 65.469
741720.265 3669667.291 132.95 1.63 96.65 0.45 65.452
741719.843 3669667.285 132.83 1.58 98.6 0.43 65.445
741719.484 3669667.279 136.97 1.53 101.14 0.4 65.439
741719.122 3669667.274 137.09 1.55 100.91 0.39 65.434
741718.656 3669667.301 134.9 1.54 101.73 0.39 65.426
741717.755 3669667.422 135.41 1.53 100.98 0.4 65.409
741717.051 3669667.534 136.34 1.55 100.01 0.39 65.398
741716.687 3669667.599 135.25 1.55 98.13 0.39 65.394
741716.252 3669667.676 134.12 1.51 96.14 0.39 65.389
741715.774 3669667.765 133.65 1.52 94.23 0.39 65.387
741714.842 3669667.948 131.11 1.51 90.83 0.39 65.394
741714.289 3669668.051 128.18 1.49 89.46 0.39 65.39
741713.853 3669668.124 127.63 1.49 89.07 0.38 65.373
741713.38 3669668.203 129 1.48 87.94 0.38 65.354
741712.691 3669668.3 127.36 1.49 87.63 0.4 65.326
741712.119 3669668.362 127.87 1.48 89.97 0.39 65.302
741711.363 3669668.439 131.46 1.49 91.38 0.4 65.273
741710.901 3669668.472 132.32 1.48 91.96 0.4 65.263
741710.326 3669668.514 132.91 1.48 93.25 0.38 65.251
741709.873 3669668.547 136.11 1.44 94.93 0.39 65.243
741709.19 3669668.596 138.22 1.46 96.65 0.39 65.245
741708.334 3669668.657 139.08 1.48 98.37 0.39 65.248
741707.817 3669668.697 141.85 1.53 99.42 0.41 65.268
741707.44 3669668.726 142.71 1.52 98.64 0.4 65.282
741707.095 3669668.753 139.2 1.54 95.16 0.41 65.296
741706.512 3669668.794 138.02 1.52 93.8 0.4 65.305
741705.376 3669668.86 137.95 1.56 92.23 0.4 65.276
741704.445 3669668.903 136.19 1.57 90.28 0.41 65.272
741704.056 3669668.917 134.08 1.56 88.29 0.41 65.277
741703.533 3669668.937 132.16 1.52 86.69 0.41 65.283
741702.822 3669668.963 129.78 1.5 85.59 0.4 65.287
741701.941 3669668.998 130.76 1.5 85.01 0.39 65.284
741700.991 3669669.031 128.65 1.52 83.13 0.4 65.281
741700.348 3669669.045 127.83 1.54 82.98 0.41 65.279
741699.933 3669669.053 127.83 1.52 82.16 0.39 65.277
741699.334 3669669.066 126.23 1.52 81.22 0.4 65.275
741698.227 3669669.062 124.86 1.55 79.89 0.4 65.285
741697.07 3669669.055 123.14 1.57 78.13 0.4 65.29
741696.247 3669669.052 121.34 1.58 77.12 0.4 65.264
741695.764 3669669.05 120.17 1.59 75.36 0.4 65.25
741695.087 3669669.047 118.88 1.57 74.81 0.4 65.229
741694.485 3669669.053 118.77 1.56 74.7 0.41 65.215
741693.58 3669669.061 118.18 1.56 74.19 0.42 65.194
741692.732 3669669.072 118.02 1.57 73.02 0.41 65.173
741691.862 3669669.089 115.91 1.55 71.61 0.4 65.146
741691.055 3669669.105 115.88 1.58 72.78 0.41 65.122
741690.139 3669669.135 117.44 1.52 73.09 0.4 65.096
741689.047 3669669.173 116.73 1.48 72.43 0.41 65.066
741688.387 3669669.197 117.4 1.5 73.09 0.42 65.043
741687.917 3669669.214 117.52 1.48 74.34 0.42 65.022
741687.277 3669669.238 119.7 1.54 76.14 0.43 64.995
741686.807 3669669.256 121.81 1.54 77.04 0.41 64.975
741685.893 3669669.287 121.34 1.55 76.61 0.41 64.999
741684.901 3669669.321 120.41 1.55 76.22 0.4 65.021
741684.411 3669669.342 120.64 1.53 76.26 0.4 65.011
741683.847 3669669.366 120.06 1.52 76.38 0.4 65.001
741683.471 3669669.382 119.2 1.51 76.41 0.38 64.994
741682.553 3669669.431 119.82 1.47 76.84 0.38 64.969
741681.667 3669669.481 118.92 1.49 75.67 0.38 64.946
741681.198 3669669.501 119.31 1.46 76.02 0.38 64.95
741680.84 3669669.516 119.35 1.45 74.58 0.38 64.954
741680.336 3669669.538 117.44 1.41 73.95 0.38 64.959
741679.561 3669669.563 117.28 1.4 74.81 0.38 64.925
741678.463 3669669.599 121.23 1.43 76.84 0.36 64.903
741678.239 3669669.606 120.33 1.42 75.75 0.37 64.909
741677.819 3669669.621 118.14 1.38 74.42 0.37 64.919
741676.772 3669669.642 117.98 1.39 74.19 0.38 64.939
741675.963 3669669.653 117.87 1.38 74.7 0.37 64.947
741675.618 3669669.657 117.71 1.41 75.16 0.36 64.942
741675.203 3669669.662 117.91 1.37 74.81 0.36 64.935
741674.755 3669669.667 117.59 1.38 73.99 0.37 64.929
741673.832 3669669.693 116.7 1.36 73.56 0.39 64.914
741673.143 3669669.713 116.07 1.36 74.15 0.38 64.909
741672.689 3669669.727 117.87 1.39 74.54 0.36 64.917
741672.374 3669669.737 117.32 1.36 72.82 0.36 64.923
741671.92 3669669.751 115.13 1.35 71.84 0.38 64.931
741671.2 3669669.76 114.43 1.34 72.7 0.38 64.917
741670.405 3669669.768 115.45 1.37 73.41 0.37 64.898
741669.797 3669669.765 115.52 1.36 73.56 0.38 64.899
741669.337 3669669.763 115.8 1.37 73.91 0.38 64.902
741668.835 3669669.76 116.54 1.38 73.84 0.38 64.906
741668.187 3669669.756 116.27 1.39 74.11 0.38 64.905
741667.485 3669669.751 116.46 1.4 74.73 0.39 64.904
741666.859 3669669.749 117.63 1.42 75.98 0.38 64.902
741666.256 3669669.75 118.34 1.4 76.18 0.39 64.896
741665.854 3669669.75 118.22 1.38 76.38 0.38 64.891
741665.356 3669669.753 118.49 1.38 77.66 0.38 64.886
741664.661 3669669.775 120.25 1.4 78.88 0.37 64.874
741664.017 3669669.795 121.85 1.34 79.38 0.37 64.863
741663.383 3669669.815 121.89 1.34 79.77 0.35 64.856
741662.807 3669669.833 120.76 1.36 77.82 0.37 64.854
741662.023 3669669.858 119.35 1.36 78.09 0.38 64.852
741661.017 3669669.869 120.21 1.41 78.09 0.39 64.838
741659.987 3669669.879 119.43 1.42 77.43 0.39 64.823
741659.579 3669669.883 118.84 1.35 77.59 0.38 64.818
741659.098 3669669.888 119.78 1.32 77.08 0.37 64.811
741658.69 3669669.892 118.34 1.29 77.59 0.37 64.805
741657.787 3669669.912 119.35 1.35 77.39 0.38 64.81
741656.485 3669669.949 118.88 1.33 76.88 0.38 64.83
741656.011 3669669.958 117.24 1.31 77.31 0.38 64.809
741655.453 3669669.97 119.59 1.38 78.56 0.38 64.784
741654.98 3669669.979 119.63 1.37 78.37 0.39 64.762
741654.202 3669669.987 117.63 1.32 78.25 0.39 64.736
741653.327 3669669.989 118.61 1.34 79.58 0.38 64.714
741652.317 3669669.993 119.12 1.31 80.2 0.38 64.707
741651.905 3669669.995 119 1.32 80.48 0.38 64.714
741651.403 3669669.997 118.92 1.34 79.66 0.37 64.723
741650.775 3669670 116.07 1.35 78.84 0.38 64.733
741649.738 3669670.007 115.88 1.37 77.82 0.39 64.729
741648.893 3669670.013 115.25 1.37 76.84 0.39 64.727
741648.388 3669670.023 112.16 1.37 76.61 0.41 64.726
741647.838 3669670.034 113.57 1.36 76.45 0.41 64.726
741647.242 3669670.047 112.4 1.35 75.24 0.41 64.725
741646.271 3669670.065 112.87 1.37 76.3 0.41 64.736
741645.278 3669670.082 114.35 1.34 76.38 0.42 64.749
741644.843 3669670.088 112.98 1.36 76.77 0.42 64.737
741644.289 3669670.095 113.65 1.39 78.8 0.41 64.722
741643.854 3669670.101 117.48 1.43 79.73 0.4 64.71
741643.127 3669670.116 117.67 1.41 78.84 0.39 64.73
741642.205 3669670.137 115.88 1.38 77.66 0.38 64.766
741641.725 3669670.157 116.23 1.37 78.33 0.4 64.758
741641.532 3669670.165 117.52 1.42 79.07 0.39 64.755
741640.986 3669670.187 117.71 1.42 79.38 0.39 64.746
741640.502 3669670.199 118.14 1.4 81.02 0.38 64.74
741639.776 3669670.217 120.64 1.45 81.77 0.38 64.731
741639.23 3669670.219 122.4 1.44 81.73 0.38 64.725
741638.955 3669670.216 120.56 1.45 80.44 0.4 64.721
741638.59 3669670.213 120.02 1.41 81.73 0.39 64.717
741638.052 3669670.209 122.48 1.4 81.1 0.39 64.704
741637.221 3669670.205 121.54 1.36 79.73 0.41 64.654
741636.685 3669670.206 119.35 1.35 80.05 0.41 64.627
741636.267 3669670.219 121.27 1.38 81.3 0.41 64.622
741635.97 3669670.229 123.73 1.41 82 0.42 64.618
741635.611 3669670.24 124 1.41 82.31 0.41 64.614
741634.866 3669670.263 124.23 1.39 81.96 0.42 64.621
741633.871 3669670.295 124.35 1.41 82.35 0.4 64.644
741633.376 3669670.291 125.21 1.43 82.7 0.41 64.647
741632.987 3669670.288 123.53 1.41 83.02 0.41 64.65
741632.459 3669670.283 125.52 1.41 84.46 0.4 64.653
741631.746 3669670.278 126.81 1.38 84.54 0.41 64.686
741630.834 3669670.271 124.98 1.39 82.35 0.41 64.734
741630.481 3669670.274 122.59 1.38 80.67 0.41 64.729
741630.093 3669670.277 123.06 1.4 80.16 0.41 64.723
741629.61 3669670.28 124.23 1.43 80.71 0.4 64.715
741629.319 3669670.282 124.55 1.41 81.41 0.41 64.711
741628.257 3669670.29 126.27 1.42 82.63 0.39 64.721
741627.5 3669670.293 127.98 1.42 82.94 0.39 64.723
741627.246 3669670.293 127.01 1.41 82.35 0.4 64.721
741626.88 3669670.293 125.8 1.43 83.05 0.4 64.718
741626.57 3669670.292 127.01 1.45 83.41 0.4 64.716
741625.831 3669670.299 126.31 1.43 82.23 0.41 64.713
741624.569 3669670.322 125.91 1.43 82.51 0.4 64.711
741624.005 3669670.346 127.98 1.5 83.17 0.39 64.719
741623.477 3669670.369 128.26 1.48 82 0.4 64.727
741623.073 3669670.387 127.52 1.45 81.88 0.39 64.733
741622.339 3669670.428 128.06 1.44 81.65 0.37 64.767
741621.664 3669670.466 125.84 1.46 80.75 0.39 64.798
741621.031 3669670.497 124.55 1.46 80.98 0.37 64.799
741620.473 3669670.521 125.88 1.47 81.3 0.37 64.785
741619.956 3669670.543 124.47 1.47 81.26 0.39 64.772
741619.233 3669670.565 123.81 1.45 81.26 0.38 64.768
741617.964 3669670.598 124.86 1.44 80.63 0.37 64.773
741617.475 3669670.619 123.73 1.38 79.73 0.38 64.767
741617.106 3669670.634 123.92 1.41 81.14 0.38 64.762
741616.617 3669670.655 127.67 1.42 83.45 0.38 64.756
741615.867 3669670.686 127.83 1.45 83.84 0.4 64.759
741615.07 3669670.718 128.45 1.46 86.49 0.39 64.771
741614.486 3669670.74 131.5 1.47 86.18 0.39 64.777
741614.004 3669670.75 130.06 1.48 84.85 0.41 64.773
741613.478 3669670.761 128.69 1.49 84.89 0.42 64.769
741612.916 3669670.772 130.91 1.5 84.77 0.42 64.764
741611.85 3669670.784 131.19 1.54 84.81 0.43 64.786
741611.068 3669670.792 131.03 1.5 84.7 0.42 64.802
741610.665 3669670.798 130.52 1.52 84.15 0.41 64.809
741610.018 3669670.808 128.81 1.5 82.9 0.42 64.82
741609.614 3669670.814 129.66 1.54 84.81 0.42 64.827
741608.677 3669670.839 131.66 1.54 84.77 0.4 64.866
741607.966 3669670.859 130.37 1.53 83.68 0.41 64.897
741607.378 3669670.876 129.82 1.51 84.85 0.4 64.906
741606.931 3669670.889 132.52 1.58 86.06 0.41 64.908
741606.404 3669670.903 132.71 1.62 85.98 0.41 64.912
741605.657 3669670.913 133.88 1.61 86.34 0.42 64.924
741604.57 3669670.919 135.17 1.58 86.73 0.42 64.947
741604.055 3669670.922 134 1.57 86.96 0.42 64.943
741603.583 3669670.925 134.82 1.59 88.76 0.42 64.936
741603.074 3669670.929 137.71 1.6 89.58 0.39 64.929
741602.554 3669670.934 136.23 1.6 87.78 0.4 64.93
741601.929 3669670.942 134.86 1.59 87.39 0.39 64.94
741601.134 3669670.952 135.02 1.57 87.23 0.41 64.955
741600.713 3669670.959 134.86 1.56 87.23 0.41 64.969
741599.909 3669670.972 134.31 1.57 86.61 0.41 64.995
741599.794 3669670.974 134.39 1.53 86.18 0.41 64.999
741599.085 3669670.983 133.69 1.52 85.52 0.37 64.991
741598.396 3669670.991 133.26 1.5 87.12 0.39 64.979
741597.881 3669670.989 135.76 1.52 89.73 0.38 64.994
741597.378 3669670.984 138.26 1.51 89.97 0.36 65.017
741596.717 3669670.981 136.15 1.49 88.56 0.39 65.036
741596.178 3669670.989 134.63 1.51 88.37 0.37 65.015
741595.464 3669671 137.44 1.53 90.05 0.38 64.988
741594.921 3669671.023 139.16 1.51 90.55 0.37 65
741594.499 3669671.044 139.51 1.52 90.4 0.38 65.018
741594.145 3669671.062 138.49 1.54 89.89 0.38 65.032
741593.533 3669671.089 139.2 1.53 89.7 0.37 65.058
741592.651 3669671.122 138.34 1.55 89.03 0.36 65.096
741592.153 3669671.136 136.46 1.54 88.72 0.37 65.111
741591.564 3669671.147 137.71 1.52 89.7 0.36 65.123
741591.217 3669671.153 138.77 1.5 89.07 0.35 65.129
741590.762 3669671.16 137.28 1.54 88.68 0.35 65.133
741589.925 3669671.169 137.48 1.55 89.66 0.35 65.129
741589.197 3669671.18 140.09 1.56 89.89 0.36 65.133
741588.792 3669671.189 139.63 1.61 89.54 0.37 65.146
741588.35 3669671.199 139.51 1.62 89.85 0.38 65.159
741587.945 3669671.207 139.98 1.57 90.36 0.37 65.172
741586.962 3669671.226 138.84 1.6 89.81 0.34 65.182
741585.991 3669671.241 137.98 1.6 89.54 0.35 65.19
741585.486 3669671.235 139.04 1.55 89.38 0.34 65.2
741584.982 3669671.229 138.02 1.57 89.11 0.34 65.209
741584.477 3669671.223 138.14 1.59 89.85 0.36 65.218
741583.438 3669671.217 139.78 1.59 91.18 0.36 65.23
741582.566 3669671.214 139.55 1.56 90.98 0.36 65.239
741582.039 3669671.226 140.13 1.59 90.83 0.37 65.246
741581.704 3669671.235 140.41 1.6 90.59 0.37 65.25
741581.182 3669671.249 138.1 1.58 89.5 0.36 65.257
741580.772 3669671.261 139 1.55 88.64 0.34 65.262
741579.409 3669671.309 137.09 1.54 85.36 0.36 65.311
741578.314 3669671.335 132.63 1.55 84.07 0.37 65.338
741577.871 3669671.339 133.38 1.58 83.76 0.39 65.341
741577.344 3669671.344 131.38 1.55 82.78 0.38 65.344
741576.525 3669671.351 129.27 1.57 81.45 0.37 65.367
741575.477 3669671.361 127.44 1.54 79.11 0.36 65.42
741575.002 3669671.367 123.1 1.49 76.3 0.35 65.441
741574.543 3669671.379 121.27 1.51 75.16 0.35 65.454
741574.084 3669671.392 119.7 1.49 72.63 0.35 65.467
741573.503 3669671.407 115.45 1.49 69.66 0.35 65.482
741572.536 3669671.425 114.2 1.49 68.84 0.34 65.503
741571.455 3669671.445 113.45 1.48 67.78 0.34 65.524
741570.938 3669671.456 110.99 1.48 66.77 0.36 65.536
741570.38 3669671.468 109.7 1.46 66.22 0.36 65.549
741569.952 3669671.477 109.47 1.46 65.75 0.34 65.559
741568.829 3669671.5 107.83 1.41 65.55 0.33 65.579
741567.732 3669671.524 108.57 1.39 66.77 0.32 65.597
741567.458 3669671.531 109.63 1.41 66.22 0.33 65.602
741566.947 3669671.544 107.52 1.45 65.83 0.35 65.611
741566.556 3669671.554 107.44 1.45 65.09 0.36 65.619
741564.809 3669671.586 107.2 1.44 64.66 0.34 65.647
741564.123 3669671.599 104.94 1.38 63.76 0.35 65.663
741563.976 3669671.604 105.76 1.37 63.48 0.35 65.668
741563.439 3669671.62 105.48 1.39 63.88 0.33 65.689
741562.952 3669671.635 106.42 1.39 63.88 0.33 65.707
741561.825 3669671.654 106.42 1.4 63.8 0.33 65.726
741561.343 3669671.657 105.6 1.4 63.33 0.33 65.725
741560.462 3669671.661 106.15 1.4 63.64 0.35 65.73
741560.019 3669671.659 106.27 1.41 63.64 0.33 65.745
741559.455 3669671.657 105.13 1.42 63.05 0.33 65.764
741559.012 3669671.655 105.72 1.39 63.09 0.34 65.779
741558.181 3669671.669 105.09 1.41 63.17 0.33 65.791
741556.863 3669671.702 105.09 1.43 63.56 0.34 65.8
741556.416 3669671.712 106.27 1.43 63.21 0.35 65.811
741555.929 3669671.723 104.31 1.39 62.12 0.33 65.824
741555.318 3669671.737 103.88 1.36 61.8 0.33 65.839
741554.702 3669671.744 105.45 1.38 62.74 0.34 65.839
741553.495 3669671.746 105.56 1.39 62.9 0.35 65.821
741552.876 3669671.749 105.02 1.42 62.78 0.35 65.829
741552.245 3669671.754 104.35 1.4 62.16 0.34 65.852
741551.613 3669671.759 102.75 1.41 61.77 0.35 65.874
741550.742 3669671.784 102.98 1.41 61.8 0.36 65.893
741549.726 3669671.82 103.06 1.4 60.71 0.37 65.908
741549.128 3669671.835 101.81 1.39 60.36 0.37 65.922
741548.586 3669671.845 101.5 1.42 60.32 0.36 65.937
741548.133 3669671.854 100.99 1.39 58.99 0.34 65.949
741547.512 3669671.864 100.06 1.37 59.15 0.33 65.966
741546.328 3669671.862 99.82 1.37 58.02 0.32 66
741545.623 3669671.86 97.87 1.38 57.59 0.33 66.02
