Easting Northing EcaH1 I1 EcaH05 i05 elevation
741392.008 3669775.791 24.51 -2.11 18.52 -1.03 69.588
741392.538 3669775.737 23.96 -2.09 18.02 -1.05 69.594
741393.307 3669775.659 24.39 -2.09 17.98 -1.04 69.603
741393.883 3669775.6 23.88 -2.1 18.56 -1.04 69.61
741394.894 3669775.551 24.16 -2.11 18.37 -1.04 69.619
741396.458 3669775.476 23.38 -2.11 17.78 -1.04 69.627
741396.767 3669775.462 22.36 -2.17 17.43 -1.05 69.626
741397.964 3669775.407 23.45 -2.08 17.9 -1.03 69.621
741398.599 3669775.376 23.06 -2.1 17.98 -1.04 69.616
741400.241 3669775.294 23.38 -2.1 17.9 -1.03 69.599
741400.912 3669775.266 22.83 -2.05 17.59 -1.02 69.605
741401.657 3669775.236 22.63 -2.1 17.04 -1.02 69.616
741402.242 3669775.212 22.48 -2.1 16.34 -1.02 69.624
741403.117 3669775.183 21.38 -2.11 15.4 -1.01 69.627
741404.431 3669775.145 19.86 -2.1 15.67 -1.01 69.622
741405.244 3669775.119 19.74 -2.14 15.44 -1.01 69.625
741405.943 3669775.095 19.59 -2.1 15.28 -0.99 69.633
741406.637 3669775.07 19.9 -2.09 15.28 -1 69.641
741407.836 3669775.031 20.84 -2.11 15.36 -1.01 69.658
741408.758 3669775.004 21.23 -2.06 14.85 -1.01 69.672
741409.596 3669774.98 21.31 -2.07 15.13 -1 69.683
741410.297 3669774.964 20.68 -2.09 15.24 -1.01 69.692
741410.796 3669774.953 21.7 -2.09 15.55 -1.01 69.698
741411.596 3669774.935 21.62 -2.09 15.79 -1.01 69.708
741412.623 3669774.902 22.63 -2.12 16.41 -1.01 69.708
741415.842 3669774.765 23.57 -2.11 16.53 -1.01 69.728
741416.246 3669774.744 24.2 -2.1 17 -1 69.733
741416.462 3669774.73 23.41 -2.09 16.88 -0.99 69.733
741416.888 3669774.694 23.22 -2.12 16.57 -0.99 69.731
741417.098 3669774.676 22.91 -2.12 16.57 -0.98 69.73
741418.473 3669774.559 22.79 -2.13 16.14 -0.97 69.722
741419.212 3669774.488 22.59 -2.12 15.98 -0.97 69.739
741419.839 3669774.425 23.45 -2.13 16.49 -0.98 69.76
741420.415 3669774.367 23.92 -2.11 16.96 -0.99 69.779
741421.642 3669774.243 24.43 -2.09 17.55 -1.02 69.808
741422.477 3669774.159 25.48 -2.01 18.48 -1.01 69.819
741424.855 3669773.984 25.84 -1.98 19.58 -1 69.787
741424.915 3669773.981 26.19 -1.93 20.91 -0.99 69.785
741425.211 3669773.965 25.6 -1.98 21.14 -0.99 69.776
741427.173 3669773.951 27.09 -2.02 21.8 -1.03 69.764
741428.481 3669773.967 27.13 -2.01 22.82 -1.05 69.769
741429.171 3669773.973 27.91 -2.06 22.98 -1.06 69.77
741429.857 3669773.978 28.06 -2.06 23.02 -1.06 69.771
741430.547 3669773.983 28.41 -2.08 23.17 -1.06 69.772
741431.316 3669773.958 27.87 -2.02 22.82 -1.02 69.793
741432.596 3669773.913 27.79 -2 22.31 -1.01 69.832
741433.172 3669773.895 25.84 -2.01 21.02 -1 69.844
741434.068 3669773.877 24.82 -1.99 20.05 -1 69.84
741435.036 3669773.859 24.47 -1.99 19.23 -1.01 69.835
741436.31 3669773.844 23.92 -2 18.99 -1.02 69.826
741437.488 3669773.836 22.44 -2.03 18.88 -1.04 69.816
741438.564 3669773.81 23.96 -1.99 18.76 -1.02 69.821
741439.165 3669773.788 23.73 -1.98 18.6 -1 69.83
741439.889 3669773.761 23.3 -1.96 18.17 -1 69.84
741441.26 3669773.715 22.75 -1.95 18.02 -0.98 69.851
741442.198 3669773.684 22.32 -1.97 17.55 -0.98 69.854
741443.043 3669773.664 21.42 -1.96 17.55 -0.97 69.856
741443.817 3669773.665 22.24 -1.92 17.23 -0.96 69.856
741444.535 3669773.666 22.24 -1.93 16.41 -0.94 69.857
741445.087 3669773.667 22.16 -1.92 16.1 -0.95 69.857
741447.471 3669773.664 23.22 -1.95 16.14 -0.97 69.862
741447.744 3669773.657 23.65 -1.96 16.26 -0.97 69.863
741448.238 3669773.645 24.27 -1.97 16.45 -0.95 69.865
741448.949 3669773.627 23.1 -1.96 15.98 -0.94 69.867
741449.76 3669773.607 23.49 -1.93 15.98 -0.93 69.869
741450.822 3669773.581 23.73 -1.93 15.63 -0.93 69.87
741452.006 3669773.554 23.22 -1.91 14.93 -0.93 69.871
741452.568 3669773.551 22.98 -1.89 14.81 -0.91 69.873
741453.469 3669773.547 23.34 -1.92 14.73 -0.93 69.877
741453.973 3669773.545 22.56 -1.91 14.3 -0.92 69.879
741454.851 3669773.539 22.44 -1.93 14.3 -0.94 69.882
741456.299 3669773.528 21.85 -1.99 14.03 -0.95 69.888
741456.914 3669773.517 22.01 -1.99 14.19 -0.96 69.895
741457.472 3669773.506 23.14 -2.01 14.42 -0.96 69.901
741458.198 3669773.492 23.65 -1.98 14.93 -0.96 69.909
741458.875 3669773.48 23.41 -1.97 14.85 -0.95 69.924
741459.671 3669773.465 25.21 -1.96 14.85 -0.95 69.949
741460.462 3669773.451 24.27 -1.97 14.85 -0.94 69.974
741461.232 3669773.427 23.65 -1.98 15.4 -0.94 69.977
741462.159 3669773.396 24.39 -1.99 15.32 -0.95 69.971
741463.237 3669773.366 24.23 -1.99 14.62 -0.94 69.976
741464.14 3669773.351 24.51 -2 14.15 -0.91 69.999
741465.939 3669773.329 24.39 -1.96 14.23 -0.91 70.023
741467.045 3669773.32 23.81 -1.96 13.6 -0.88 70.024
741468.245 3669773.301 23.34 -1.93 12.43 -0.87 69.993
741469.422 3669773.28 22.87 -1.95 13.25 -0.89 69.96
741469.941 3669773.269 23.06 -1.98 12.94 -0.88 69.972
741470.377 3669773.259 23.65 -1.94 13.05 -0.87 69.982
741471.071 3669773.243 24.04 -1.93 12.98 -0.86 69.997
741471.418 3669773.236 23.26 -1.91 12.66 -0.87 70.005
741472.818 3669773.197 22.71 -1.91 11.92 -0.87 69.988
741474.043 3669773.164 23.38 -1.91 11.96 -0.87 69.975
741474.814 3669773.147 22.36 -1.9 11.96 -0.86 69.97
741475.15 3669773.139 22.83 -1.9 12.55 -0.85 69.968
741478.233 3669773.041 25.8 -1.95 13.88 -0.84 69.952
741478.862 3669773.03 26.38 -2 13.76 -0.85 69.947
741479.438 3669773.02 26.66 -2.04 14.27 -0.85 69.942
741480.481 3669773.012 28.22 -2.01 15.01 -0.86 69.936
741481.401 3669773.018 29.86 -2 15.48 -0.86 69.934
741482.406 3669773.024 31.03 -2.01 16.41 -0.89 69.933
741483.023 3669773.025 31.93 -2.02 17.31 -0.89 69.938
741483.64 3669773.026 32.24 -2.04 17.47 -0.89 69.942
741484.257 3669773.028 32.71 -2.08 18.29 -0.91 69.947
741485.288 3669773.009 33.06 -2.06 18.02 -0.9 69.968
741486.672 3669772.978 32.83 -2.05 18.05 -0.91 69.998
741487.212 3669772.959 33.96 -2.03 18.41 -0.9 69.995
741487.752 3669772.941 34.2 -2.01 17.94 -0.91 69.993
741488.389 3669772.92 34 -1.99 17.74 -0.9 69.99
741489.269 3669772.892 34.16 -1.98 17 -0.87 70
741490.576 3669772.852 33.53 -1.97 17.43 -0.87 70.035
741492.345 3669772.775 33.1 -1.94 17 -0.87 70.033
741492.493 3669772.768 32.87 -1.93 17.12 -0.87 70.031
741493.132 3669772.738 33.88 -1.89 17.82 -0.84 70.024
741493.866 3669772.716 34.35 -1.89 18.13 -0.85 70.025
741494.995 3669772.687 34.78 -1.91 18.17 -0.85 70.029
741495.825 3669772.673 34.78 -1.99 18.95 -0.86 70.029
741497.285 3669772.665 35.76 -2.02 19.03 -0.86 70.022
741497.699 3669772.66 36.58 -2.02 19.73 -0.86 70.02
741498.774 3669772.619 36.46 -1.95 20.09 -0.85 70.005
741499.911 3669772.575 37.59 -1.95 20.32 -0.84 69.994
741500.406 3669772.552 38.65 -1.93 20.67 -0.83 70.005
741501.054 3669772.523 38.14 -1.97 20.4 -0.84 70.018
741501.698 3669772.494 38.92 -1.92 20.36 -0.85 70.032
741502.421 3669772.488 38.22 -1.92 20.2 -0.85 70.034
741503.572 3669772.49 37.2 -1.99 20.4 -0.85 70.031
741504.297 3669772.487 38.18 -1.94 20.91 -0.83 70.031
741504.87 3669772.48 38.65 -1.98 20.91 -0.84 70.032
741505.553 3669772.473 38.49 -1.99 21.38 -0.86 70.033
741506.345 3669772.461 39.2 -2.01 21.34 -0.85 70.036
741507.731 3669772.431 38.26 -2.02 21.14 -0.87 70.048
741508.636 3669772.415 37.98 -2 20.63 -0.87 70.051
741509.055 3669772.41 37.32 -2 20.71 -0.87 70.051
741509.799 3669772.401 37.32 -1.98 20.16 -0.87 70.049
741510.263 3669772.396 37.63 -2.02 20.75 -0.88 70.048
741511.413 3669772.351 37.67 -1.99 21.3 -0.87 70.046
741513.358 3669772.281 37.24 -1.94 19.54 -0.84 70.041
741513.965 3669772.265 38.14 -1.92 20.48 -0.85 70.039
741514.523 3669772.25 38.34 -1.94 20.71 -0.87 70.037
741515.329 3669772.228 37.71 -1.94 20.59 -0.85 70.054
741516.228 3669772.205 37.2 -2.01 19.89 -0.84 70.077
741517.146 3669772.182 36.93 -1.98 19.15 -0.84 70.083
741517.897 3669772.163 35.6 -2 19.07 -0.84 70.064
741518.534 3669772.147 35.56 -1.99 19.5 -0.83 70.047
741520.413 3669772.079 37.52 -1.87 20.44 -0.79 70.018
741521.265 3669772.045 37.24 -1.86 20.98 -0.8 70.007
741521.778 3669772.023 39 -1.87 21.61 -0.8 69.999
741522.391 3669771.996 39.82 -1.88 22.08 -0.81 69.991
741522.905 3669771.974 40.91 -1.86 22.63 -0.82 69.983
741524.123 3669771.942 40.33 -1.89 22.31 -0.81 69.994
741525.336 3669771.918 39.82 -1.88 21.61 -0.81 70.005
741525.809 3669771.916 39.51 -1.92 21.41 -0.81 70.005
741526.323 3669771.915 40.48 -1.88 21.41 -0.83 70.004
741526.881 3669771.914 40.64 -1.91 22 -0.84 70.004
741529.779 3669771.882 41.11 -1.93 22.66 -0.86 69.975
741529.876 3669771.881 41.27 -1.96 22.78 -0.86 69.976
741530.022 3669771.879 41.73 -1.97 21.8 -0.85 69.976
741530.609 3669771.873 40.25 -1.94 21.34 -0.85 69.977
741531.192 3669771.868 39.43 -1.92 21.22 -0.86 69.979
741532.055 3669771.849 38.69 -1.96 20.98 -0.85 69.962
741533.416 3669771.817 39.27 -1.93 20.52 -0.84 69.935
741533.864 3669771.799 37.95 -1.91 19.93 -0.81 69.933
741534.465 3669771.775 38.92 -1.88 20.28 -0.82 69.931
741535.265 3669771.744 38.26 -1.9 20.48 -0.81 69.928
741535.979 3669771.733 38.65 -1.94 21.22 -0.82 69.93
741536.723 3669771.724 38.53 -1.95 21.26 -0.84 69.932
741537.518 3669771.715 38.18 -1.95 22.04 -0.85 69.934
741538.189 3669771.71 39.2 -1.99 22 -0.86 69.932
741538.805 3669771.706 39.66 -1.99 22.66 -0.86 69.931
741539.676 3669771.698 39.23 -2 22.04 -0.84 69.935
741540.871 3669771.674 40.02 -2.01 22.98 -0.86 69.968
741541.8 3669771.655 40.21 -1.97 22.82 -0.84 69.987
741542.369 3669771.643 40.52 -1.98 22.7 -0.84 69.985
741542.934 3669771.631 40.06 -1.97 22.86 -0.82 69.982
741543.641 3669771.616 38.84 -2.01 22.23 -0.82 69.979
741544.707 3669771.606 39.16 -2.02 22.39 -0.83 69.959
741546.048 3669771.591 40.09 -1.99 22.59 -0.85 69.94
741546.583 3669771.579 40.17 -1.97 22.12 -0.85 69.952
741547.117 3669771.567 39.27 -1.92 21.92 -0.84 69.964
741547.798 3669771.552 39.16 -1.94 21.3 -0.83 69.979
741548.923 3669771.522 39.35 -1.87 21.57 -0.82 69.978
741550.138 3669771.487 39.47 -1.88 21.45 -0.82 69.971
741550.768 3669771.482 39.16 -1.85 21.38 -0.83 69.97
741551.385 3669771.479 39.47 -1.86 20.83 -0.84 69.969
741552.003 3669771.477 39.27 -1.87 20.63 -0.83 69.969
741552.874 3669771.457 38.81 -1.88 20.55 -0.83 69.966
741553.847 3669771.417 37.09 -1.8 20.4 -0.83 69.958
741555.126 3669771.362 37.4 -1.85 20.59 -0.83 69.954
741555.471 3669771.347 36.93 -1.87 19.3 -0.8 69.955
741557.534 3669771.259 37.67 -1.85 20.36 -0.82 69.967
741558.298 3669771.232 37.98 -1.81 20.24 -0.8 69.976
741559.338 3669771.204 38.49 -1.81 20.2 -0.81 69.988
741559.935 3669771.204 38.18 -1.86 20.4 -0.82 69.996
741560.583 3669771.205 38.26 -1.91 20.91 -0.83 70.004
741561.235 3669771.205 37.83 -1.96 20.32 -0.83 70.013
741562.879 3669771.213 37.75 -1.97 20.67 -0.84 69.991
741563.612 3669771.212 38.45 -2.04 21.34 -0.84 69.984
741564.524 3669771.173 40.09 -2.03 21.8 -0.86 70.004
741564.764 3669771.163 40.56 -2.02 22.04 -0.86 70.01
741566.068 3669771.107 40.6 -1.99 22.12 -0.86 70.034
741566.414 3669771.092 40.25 -1.94 22.55 -0.85 70.038
741568.392 3669771.008 40.37 -1.94 22.23 -0.85 70.055
741569.147 3669770.983 39.82 -1.98 21.8 -0.85 70.057
741569.792 3669770.961 39.82 -1.96 21.41 -0.84 70.059
741571.525 3669770.93 39.16 -1.94 21.26 -0.84 70.099
741573.06 3669770.928 37.4 -1.98 20.63 -0.84 70.109
741573.11 3669770.928 38.53 -1.92 20.63 -0.8 70.108
741573.354 3669770.931 38.65 -1.89 20.52 -0.81 70.104
741573.892 3669770.937 38.84 -1.88 20.83 -0.84 70.097
741574.591 3669770.941 38.34 -1.94 20.98 -0.82 70.088
741575.813 3669770.906 39.55 -1.93 21.22 -0.82 70.087
741576.895 3669770.87 39.59 -1.93 21.73 -0.83 70.089
741577.631 3669770.831 40.17 -1.92 22.2 -0.84 70.097
741578.023 3669770.81 40.8 -1.99 23.02 -0.83 70.101
741578.659 3669770.776 41.73 -2.02 23.29 -0.83 70.107
741580.157 3669770.729 42.44 -1.96 24.07 -0.85 70.069
741581.272 3669770.699 42.2 -1.97 24.38 -0.85 70.038
741581.901 3669770.682 42.67 -1.94 24.42 -0.84 70.043
741582.579 3669770.664 42.4 -1.95 24.27 -0.83 70.048
741583.063 3669770.651 43.1 -1.96 24.58 -0.82 70.052
741583.824 3669770.63 43.92 -1.97 25.16 -0.83 70.057
741585.484 3669770.583 43.69 -1.96 25.16 -0.83 70.065
741586.254 3669770.569 44.9 -1.93 25.4 -0.84 70.062
741586.907 3669770.559 45.37 -1.96 25.98 -0.84 70.059
741587.504 3669770.55 45.64 -1.98 25.75 -0.83 70.055
741588.321 3669770.534 45.37 -1.95 25.55 -0.85 70.054
741589.124 3669770.515 45.21 -1.96 25.24 -0.84 70.056
741590.071 3669770.494 45.21 -1.92 25.67 -0.83 70.059
741590.711 3669770.472 44.94 -1.95 25.44 -0.84 70.056
741591.183 3669770.456 44.63 -1.91 25.01 -0.83 70.054
741591.94 3669770.43 43.1 -1.95 24.46 -0.8 70.05
741592.318 3669770.417 44.59 -1.91 25.01 -0.8 70.048
741594.167 3669770.389 43.38 -1.92 23.64 -0.79 70.084
741595.028 3669770.378 42.13 -1.93 23.72 -0.82 70.087
741595.88 3669770.371 42.75 -1.99 23.6 -0.82 70.069
741596.738 3669770.364 42.48 -1.94 23.84 -0.84 70.051
741598.485 3669770.292 42.52 -1.97 23.09 -0.85 70.051
741599.311 3669770.255 41.81 -1.94 22.9 -0.82 70.052
741599.924 3669770.234 41.81 -1.92 23.05 -0.8 70.033
741600.704 3669770.206 40.8 -1.98 23.45 -0.82 70.008
741601.26 3669770.187 41.19 -1.96 23.41 -0.83 69.991
741602.398 3669770.161 40.88 -1.99 22.86 -0.83 69.988
741603.538 3669770.139 40.25 -1.95 22.86 -0.83 69.997
741604.132 3669770.126 39.63 -1.99 22.74 -0.83 69.999
741604.697 3669770.111 39.59 -1.91 22.74 -0.83 70
741605.263 3669770.097 39.9 -1.96 22.47 -0.83 70
741605.742 3669770.086 40.09 -1.96 22.78 -0.83 70.001
741607.006 3669770.054 40.76 -1.91 23.21 -0.82 70.02
741608.48 3669770.016 40.68 -1.9 22.86 -0.81 70.048
741609.257 3669769.991 41.85 -1.85 24.15 -0.8 70.049
741609.976 3669769.967 42.44 -1.85 24.42 -0.79 70.049
741610.586 3669769.947 43.06 -1.82 24.19 -0.79 70.05
741612.008 3669769.927 43.02 -1.8 24.27 -0.79 70.035
741612.936 3669769.914 42.87 -1.83 24.42 -0.81 70.027
741613.725 3669769.9 43.96 -1.83 24.73 -0.81 70.033
741614.033 3669769.894 42.28 -1.79 24.66 -0.82 70.035
741614.558 3669769.885 43.53 -1.8 24.77 -0.8 70.039
741615.041 3669769.876 42.79 -1.81 24.23 -0.79 70.043
741616.427 3669769.859 42.56 -1.79 25.16 -0.8 70.06
741617.596 3669769.837 42.01 -1.84 24.81 -0.8 70.06
741618.368 3669769.808 42.32 -1.84 24.27 -0.78 70.034
741619.393 3669769.77 43.26 -1.79 24.19 -0.78 69.999
741620.09 3669769.74 43.61 -1.76 23.8 -0.78 70.009
741622.199 3669769.657 42.98 -1.74 23.8 -0.77 70.033
741622.411 3669769.651 42.59 -1.73 23.17 -0.75 70.032
741622.723 3669769.642 42.63 -1.69 23.29 -0.74 70.029
741623.251 3669769.626 43.06 -1.66 22.66 -0.73 70.025
741624.256 3669769.6 42.32 -1.69 22.43 -0.74 70.021
741624.972 3669769.583 41.62 -1.7 21.41 -0.74 70.022
741625.994 3669769.561 40.13 -1.73 20.24 -0.74 70.022
741628.257 3669769.576 39.27 -1.75 20.52 -0.73 69.981
741628.588 3669769.587 39.78 -1.76 21.49 -0.73 69.992
741628.759 3669769.593 39.94 -1.75 21.53 -0.75 69.998
741629.34 3669769.612 40.29 -1.78 21.34 -0.77 70.018
741631.914 3669769.645 40.6 -1.8 21.38 -0.78 70.031
741632.173 3669769.645 40.84 -1.81 21.92 -0.8 70.028
741632.218 3669769.645 40.6 -1.82 22.12 -0.81 70.027
741632.435 3669769.645 40.95 -1.84 22.23 -0.82 70.025
741636.353 3669769.49 41.58 -1.89 22.23 -0.82 70.077
741636.582 3669769.482 42.09 -1.82 22.59 -0.82 70.074
741636.733 3669769.476 40.37 -1.8 21.92 -0.8 70.072
741636.811 3669769.473 39.66 -1.83 21.73 -0.79 70.071
741637.086 3669769.469 40.45 -1.78 21.53 -0.79 70.074
741637.357 3669769.468 39.9 -1.77 21.73 -0.79 70.079
741638.161 3669769.463 39.66 -1.8 21.49 -0.79 70.094
741638.969 3669769.458 40.02 -1.84 20.75 -0.79 70.109
741639.791 3669769.44 39.12 -1.78 19.54 -0.77 70.117
741640.759 3669769.416 38.14 -1.82 19.15 -0.75 70.124
741641.555 3669769.386 38.38 -1.77 19.42 -0.77 70.128
741642.449 3669769.33 37.95 -1.75 18.99 -0.77 70.129
741643.421 3669769.269 37.4 -1.77 18.84 -0.77 70.129
741644.788 3669769.203 37.63 -1.75 18.88 -0.76 70.129
741644.937 3669769.196 38.61 -1.71 19.54 -0.76 70.129
741645.677 3669769.161 39.04 -1.64 19.5 -0.74 70.129
741648.235 3669769.121 37.83 -1.66 19.66 -0.76 70.114
741648.397 3669769.118 37.09 -1.7 19.73 -0.75 70.113
741648.449 3669769.117 37.79 -1.7 19.97 -0.75 70.113
741648.879 3669769.11 38.22 -1.68 19.93 -0.76 70.111
741649.578 3669769.097 39.2 -1.66 20.44 -0.76 70.107
741653.795 3669768.989 38.77 -1.65 20.71 -0.76 70.132
741653.898 3669768.987 39.08 -1.67 20.67 -0.76 70.132
741653.997 3669768.985 39.74 -1.66 21.1 -0.78 70.133
741654.096 3669768.983 39.51 -1.64 21.88 -0.78 70.133
741654.147 3669768.981 39.55 -1.69 21.57 -0.78 70.133
741654.547 3669768.973 39.16 -1.69 21.69 -0.78 70.135
741655.854 3669768.937 39.39 -1.67 21.53 -0.78 70.115
741657.097 3669768.902 40.29 -1.65 22.04 -0.78 70.106
741657.865 3669768.878 40.17 -1.63 21.92 -0.77 70.116
741658.52 3669768.858 39.08 -1.67 21.18 -0.75 70.125
741659.116 3669768.838 39.9 -1.71 21.8 -0.75 70.127
741660.303 3669768.795 39.66 -1.72 21.14 -0.74 70.065
741661.655 3669768.747 39.55 -1.75 20.83 -0.75 70.017
741662.015 3669768.736 39.78 -1.76 20.44 -0.76 70.022
741662.685 3669768.714 39.86 -1.72 20.52 -0.76 70.03
741663.741 3669768.688 38.84 -1.68 19.34 -0.74 70.039
741664.281 3669768.693 37.71 -1.67 18.56 -0.73 70.036
741665.357 3669768.704 37.75 -1.69 18.91 -0.74 70.031
741666.244 3669768.696 37.24 -1.68 19.03 -0.76 70.03
741666.99 3669768.676 37.32 -1.67 19.46 -0.77 70.033
741667.739 3669768.655 37.67 -1.66 19.27 -0.76 70.035
741669.03 3669768.597 38.26 -1.63 19.85 -0.76 70.031
741670.984 3669768.51 38.73 -1.66 19.85 -0.76 70.028
741672.061 3669768.48 37.32 -1.65 18.99 -0.74 70.036
741672.555 3669768.466 36.66 -1.69 18.41 -0.73 70.039
741675.583 3669768.391 36.5 -1.64 18.95 -0.73 69.929
741675.727 3669768.386 35.91 -1.61 18.29 -0.72 69.927
741679.018 3669768.281 36.5 -1.6 18.41 -0.72 69.889
741680.085 3669768.253 36.07 -1.61 18.25 -0.72 69.884
741680.14 3669768.252 36.34 -1.64 18.29 -0.74 69.883
741680.301 3669768.248 36.19 -1.65 17.94 -0.74 69.883
741680.569 3669768.243 35.48 -1.62 17.74 -0.74 69.883
741680.943 3669768.235 34.23 -1.6 17.35 -0.74 69.883
741682.649 3669768.2 33.34 -1.59 16.8 -0.75 69.886
741683.127 3669768.19 33.22 -1.59 16.34 -0.74 69.888
741683.851 3669768.176 33.1 -1.58 16.26 -0.74 69.891
741684.747 3669768.154 33.26 -1.59 16.14 -0.74 69.887
741685.456 3669768.136 32.87 -1.61 16.14 -0.74 69.882
741686.057 3669768.12 32.95 -1.61 15.4 -0.73 69.877
741687.251 3669768.084 32.09 -1.6 14.81 -0.73 69.877
741688.22 3669768.054 30.29 -1.62 14.58 -0.73 69.878
741689.188 3669768.039 30.02 -1.62 14.27 -0.72 69.871
741689.588 3669768.039 29.63 -1.63 13.64 -0.72 69.864
741690.077 3669768.038 30.17 -1.64 14.5 -0.72 69.856
741690.697 3669768.037 31.46 -1.65 15.44 -0.73 69.847
741692.046 3669768.036 31.34 -1.67 15.36 -0.73 69.846
741693.445 3669768.028 31.15 -1.67 15.48 -0.75 69.845
741694.162 3669768.007 32.09 -1.67 16.26 -0.75 69.836
741696.589 3669767.966 32.63 -1.69 16.57 -0.76 69.819
741697.7 3669767.959 32.83 -1.67 17 -0.76 69.819
741698.103 3669767.958 33.1 -1.68 17.39 -0.77 69.823
741698.541 3669767.956 31.7 -1.71 17.04 -0.77 69.827
741699.017 3669767.954 32.67 -1.72 16.77 -0.78 69.831
741699.567 3669767.952 33.41 -1.73 16.8 -0.78 69.836
741700.968 3669767.893 33.92 -1.76 17.08 -0.78 69.848
741702.38 3669767.815 33.65 -1.75 17.74 -0.77 69.856
741703.123 3669767.764 34.35 -1.73 17.78 -0.76 69.85
741703.925 3669767.709 34.27 -1.64 18.05 -0.73 69.844
741704.907 3669767.656 33.18 -1.68 17.47 -0.71 69.825
741706.96 3669767.572 33.18 -1.69 17.9 -0.71 69.774
741707.41 3669767.559 33.61 -1.64 18.25 -0.7 69.765
741707.509 3669767.556 35.21 -1.6 18.95 -0.71 69.763
741708.057 3669767.54 35.88 -1.59 19.42 -0.7 69.751
741708.757 3669767.524 36.15 -1.66 19.85 -0.71 69.749
741709.77 3669767.508 36.93 -1.64 20.13 -0.7 69.775
741710.663 3669767.493 36.77 -1.65 20.48 -0.71 69.795
741711.043 3669767.483 37.32 -1.64 20.91 -0.71 69.797
741714.254 3669767.387 37.71 -1.65 20.75 -0.69 69.766
741714.929 3669767.362 37.71 -1.68 20.83 -0.71 69.761
741714.978 3669767.36 38.61 -1.7 20.67 -0.71 69.761
741715.032 3669767.358 38.96 -1.7 20.95 -0.71 69.761
741715.188 3669767.352 38.96 -1.72 21.77 -0.71 69.759
741715.188 3669767.352 40.45 -1.73 22.27 -0.71 69.759
741715.394 3669767.344 41.15 -1.74 22.74 -0.72 69.758
741716.311 3669767.291 41.03 -1.77 23.25 -0.75 69.744
741717.144 3669767.229 42.67 -1.68 24.7 -0.76 69.727
741717.804 3669767.173 43.57 -1.7 24.66 -0.76 69.724
741718.233 3669767.133 43.57 -1.69 25.09 -0.79 69.728
741718.591 3669767.099 44.23 -1.65 25.75 -0.78 69.732
741719.057 3669767.054 44.66 -1.63 25.98 -0.78 69.738
741720.209 3669766.989 46.11 -1.64 26.38 -0.78 69.739
741720.912 3669766.952 45.88 -1.63 26.3 -0.79 69.743
741721.304 3669766.933 47.2 -1.61 26.49 -0.78 69.748
741721.695 3669766.914 47.01 -1.59 26.22 -0.79 69.754
741721.967 3669766.9 48.22 -1.56 26.02 -0.79 69.757
741722.977 3669766.841 48.92 -1.56 26.65 -0.79 69.755
741723.826 3669766.798 49.74 -1.5 27 -0.77 69.747
741724.223 3669766.8 50.45 -1.47 27.51 -0.76 69.736
741724.527 3669766.802 51.27 -1.44 28.41 -0.77 69.727
741724.861 3669766.803 52.71 -1.38 29.42 -0.78 69.718
741725.457 3669766.864 53.65 -1.35 28.68 -0.76 69.724
741726.176 3669766.976 54.2 -1.36 28.76 -0.73 69.746
741726.853 3669767.165 53.81 -1.39 28.6 -0.74 69.759
741727.201 3669767.301 54.12 -1.4 29.15 -0.76 69.762
741727.479 3669767.411 53.88 -1.38 29.34 -0.78 69.764
741727.892 3669767.62 54.12 -1.37 29.3 -0.78 69.765
741728.328 3669767.993 53.18 -1.4 29.58 -0.79 69.758
741728.697 3669768.309 52.4 -1.46 28.48 -0.75 69.751
741728.92 3669768.658 51.11 -1.53 28.72 -0.75 69.743
741729.061 3669768.926 51.31 -1.57 28.6 -0.76 69.736
741729.203 3669769.193 51.23 -1.63 29.15 -0.77 69.729
741729.537 3669770.087 50.91 -1.65 28.25 -0.73 69.72
741729.76 3669771.183 50.6 -1.61 28.37 -0.73 69.714
741729.757 3669771.638 50.6 -1.55 27.82 -0.71 69.692
741729.753 3669771.995 51.07 -1.48 29.27 -0.71 69.675
741729.622 3669772.887 51.7 -1.4 28.56 -0.72 69.677
741729.565 3669773.094 52.09 -1.36 28.68 -0.74 69.687
741729.409 3669773.668 51.66 -1.29 28.17 -0.75 69.715
741729.189 3669774.129 51.73 -1.25 26.92 -0.77 69.723
741728.922 3669774.588 50.25 -1.25 27.31 -0.77 69.722
741728.634 3669775.083 50.02 -1.22 26.45 -0.77 69.722
741728.156 3669775.549 47.87 -1.19 24.81 -0.76 69.728
741727.644 3669776.009 45.21 -1.23 23.29 -0.74 69.734
741727.015 3669776.44 43.96 -1.27 21.57 -0.73 69.745
741726.547 3669776.66 42.95 -1.35 21.14 -0.74 69.755
741725.817 3669777.004 42.56 -1.43 21.61 -0.76 69.771
741725.209 3669777.121 42.2 -1.43 22.39 -0.77 69.768
741724.309 3669777.269 43.06 -1.46 22.31 -0.75 69.762
741723.583 3669777.321 42.36 -1.46 22.04 -0.77 69.762
741723.061 3669777.314 40.91 -1.48 21.45 -0.77 69.766
741722.444 3669777.305 40.72 -1.46 20.71 -0.78 69.771
741721.789 3669777.286 40.06 -1.45 20.55 -0.77 69.776
741720.78 3669777.228 40.02 -1.43 20.2 -0.75 69.783
741720.009 3669777.184 39.55 -1.4 20.4 -0.74 69.789
741718.648 3669777.1 38.61 -1.38 19.66 -0.73 69.788
741718.598 3669777.097 38.02 -1.39 18.76 -0.74 69.788
741718.112 3669777.067 37.24 -1.42 18.13 -0.75 69.788
