Easting Northing EcaH1 I1 EcaH05 i05 elevation
741544.819 3669678.398 47.63 -1.76 31.14 -1.05 68.761
741543.838 3669678.437 47.09 -1.75 31.02 -1.05 68.773
741543.383 3669678.461 46.34 -1.78 30.01 -1.06 68.78
741542.772 3669678.492 45.88 -1.78 29.77 -1.07 68.79
741542.164 3669678.523 44.98 -1.74 30.05 -1.07 68.799
741540.964 3669678.57 44.55 -1.73 29.77 -1.07 68.811
741539.827 3669678.61 43.81 -1.72 29.58 -1.07 68.824
741539.188 3669678.625 43.18 -1.68 29.46 -1.05 68.837
741538.548 3669678.64 43.61 -1.69 29.93 -1.04 68.849
741537.872 3669678.655 43.41 -1.72 30.2 -1.05 68.862
741536.915 3669678.678 43.65 -1.7 30.2 -1.04 68.873
741536.042 3669678.698 42.87 -1.72 30.01 -1.05 68.883
741535.363 3669678.715 43.02 -1.73 30.01 -1.06 68.882
741534.753 3669678.73 41.93 -1.73 29.7 -1.06 68.878
741533.894 3669678.752 42.4 -1.73 29.58 -1.05 68.873
741533.407 3669678.766 41.85 -1.74 29.38 -1.06 68.881
741532.415 3669678.795 41.27 -1.74 28.52 -1.08 68.902
741531.627 3669678.818 40.21 -1.74 28.72 -1.07 68.915
741531.002 3669678.837 40.13 -1.72 28.45 -1.06 68.911
741530.6 3669678.849 40.06 -1.74 28.25 -1.06 68.909
741529.742 3669678.875 40.45 -1.71 28.48 -1.06 68.906
741529.189 3669678.89 39.51 -1.73 27.98 -1.06 68.909
741528.195 3669678.919 38.69 -1.71 28.09 -1.06 68.914
741527.923 3669678.927 38.77 -1.73 27.35 -1.04 68.916
741527.592 3669678.937 40.06 -1.75 28.45 -1.04 68.919
741527.202 3669678.949 40.06 -1.73 29.11 -1.05 68.923
741526.657 3669678.965 41.03 -1.73 29.73 -1.06 68.931
741525.843 3669678.989 42.13 -1.73 30.48 -1.06 68.947
741525.5 3669678.994 42.71 -1.7 30.44 -1.05 68.956
741525.069 3669679 43.14 -1.71 30.75 -1.05 68.968
741524.754 3669679.004 43.26 -1.73 31.22 -1.06 68.976
741524.237 3669679.008 43.57 -1.72 31.26 -1.06 68.992
741523.546 3669679.012 44.51 -1.72 31.02 -1.05 69.013
741522.784 3669679.014 44.31 -1.7 31.14 -1.03 69.019
741522.615 3669679.014 44.12 -1.68 31.22 -1.01 69.018
741522.139 3669679.015 44.7 -1.69 31.3 -1.02 69.016
741521.58 3669679.022 44.82 -1.69 30.95 -1.02 69.02
741520.883 3669679.034 44.74 -1.69 30.91 -1.02 69.03
741520.314 3669679.049 44.82 -1.74 30.2 -1.04 69.035
741519.914 3669679.064 45.45 -1.72 30.87 -1.04 69.035
741519.513 3669679.08 45.37 -1.7 30.75 -1.05 69.035
741519.174 3669679.094 45.6 -1.73 31.14 -1.06 69.035
741518.421 3669679.109 46.11 -1.74 31.26 -1.05 69.063
741517.733 3669679.121 45.41 -1.7 31.06 -1.03 69.091
741516.713 3669679.136 45.95 -1.7 31.3 -1.04 69.069
741515.496 3669679.152 45.6 -1.73 31.73 -1.04 69.062
741515.195 3669679.156 46.15 -1.7 30.71 -1.03 69.065
741515.047 3669679.157 46.15 -1.7 31.1 -1.03 69.067
741514.525 3669679.164 46.03 -1.74 31.61 -1.04 69.072
741514.121 3669679.169 46.46 -1.77 32.12 -1.04 69.079
741513.572 3669679.176 47.32 -1.74 32.78 -1.05 69.087
741513.168 3669679.182 47.05 -1.74 32.9 -1.07 69.094
741512.615 3669679.195 46.73 -1.76 32.16 -1.05 69.097
741511.358 3669679.233 46.97 -1.72 32.04 -1.04 69.096
741510.743 3669679.25 47.05 -1.72 31.96 -1.05 69.096
741510.247 3669679.263 46.81 -1.77 31.84 -1.06 69.095
741509.709 3669679.277 46.89 -1.78 32.23 -1.07 69.095
741508.907 3669679.295 47.44 -1.81 32.35 -1.07 69.104
741507.685 3669679.32 46.97 -1.78 31.96 -1.07 69.13
741507.062 3669679.34 46.58 -1.77 31.65 -1.07 69.144
741506.568 3669679.36 45.76 -1.77 32.16 -1.07 69.156
741506.028 3669679.382 46.46 -1.78 32.16 -1.06 69.169
741505.314 3669679.409 46.5 -1.75 31.92 -1.06 69.183
741504.374 3669679.434 45.95 -1.75 31.8 -1.05 69.176
741503.521 3669679.457 45.8 -1.77 31.73 -1.07 69.17
741502.856 3669679.47 46.11 -1.77 31.53 -1.07 69.169
741501.921 3669679.487 45.64 -1.78 31.45 -1.08 69.169
741501.482 3669679.494 46.11 -1.78 32.04 -1.09 69.169
741500.202 3669679.538 46.7 -1.8 32.35 -1.08 69.184
741499.035 3669679.582 45.8 -1.76 31.61 -1.05 69.201
741498.484 3669679.609 45.06 -1.74 31.49 -1.04 69.208
741497.636 3669679.65 45.37 -1.77 31.49 -1.06 69.218
741497.184 3669679.672 45.91 -1.79 31.8 -1.06 69.223
741496.32 3669679.702 45.72 -1.74 31.88 -1.06 69.23
741495.338 3669679.733 45.29 -1.75 31.84 -1.07 69.238
741494.475 3669679.757 45.06 -1.8 32.04 -1.07 69.24
741493.64 3669679.777 44.98 -1.75 31.65 -1.06 69.237
741493.172 3669679.789 45.21 -1.75 31.73 -1.05 69.235
741492.587 3669679.802 45.6 -1.73 31.45 -1.06 69.236
741491.444 3669679.827 45.25 -1.75 31.22 -1.06 69.248
741490.528 3669679.846 44.55 -1.74 30.98 -1.06 69.259
741489.964 3669679.855 44.55 -1.74 31.26 -1.07 69.27
741489.398 3669679.863 44.66 -1.74 31.57 -1.06 69.281
741488.835 3669679.871 45.09 -1.76 31.49 -1.07 69.292
741487.237 3669679.889 44.55 -1.78 31.26 -1.07 69.303
741486.195 3669679.901 44.63 -1.77 31.18 -1.07 69.306
741485.672 3669679.906 45.37 -1.77 31.65 -1.08 69.307
741485.103 3669679.912 45.09 -1.76 31.41 -1.07 69.308
741484.373 3669679.919 44.55 -1.77 31.77 -1.07 69.309
741483.366 3669679.91 44 -1.76 31.14 -1.05 69.283
741480.918 3669679.912 42.67 -1.8 30.4 -1.08 69.236
741480.051 3669679.926 42.79 -1.84 30.63 -1.09 69.23
741479.249 3669679.948 43.22 -1.86 30.63 -1.1 69.254
741478.284 3669679.978 43.49 -1.83 37.63 -1.11 69.288
741477.572 3669679.996 43.1 -1.82 33.76 -1.09 69.305
741477.028 3669680.005 41.34 -1.8 30.91 -1.1 69.306
741476.481 3669680.014 39.82 -1.81 29.3 -1.09 69.308
741475.8 3669680.025 38.53 -1.81 27.86 -1.09 69.31
741474.655 3669680.04 37.36 -1.83 27.16 -1.1 69.331
741473.41 3669680.057 36.93 -1.82 27.04 -1.1 69.353
741472.701 3669680.075 36.81 -1.79 26.57 -1.09 69.362
741472.181 3669680.087 37.09 -1.78 26.8 -1.09 69.369
741471.518 3669680.103 37.36 -1.8 27.23 -1.09 69.377
741470.52 3669680.15 39.04 -1.8 27.55 -1.09 69.382
741469.466 3669680.2 40.41 -1.79 28.17 -1.08 69.386
741468.712 3669680.214 40.33 -1.81 28.13 -1.09 69.39
741468.117 3669680.221 40.41 -1.79 28.25 -1.1 69.394
741467.57 3669680.229 39.86 -1.81 27.82 -1.09 69.397
741466.209 3669680.265 39.35 -1.82 27.51 -1.1 69.425
741465.248 3669680.295 39.39 -1.83 27.39 -1.09 69.449
741464.549 3669680.32 37.71 -1.8 26.61 -1.07 69.459
741463.908 3669680.343 37.98 -1.78 26.88 -1.05 69.466
741463.415 3669680.361 38.14 -1.75 26.57 -1.06 69.471
741462.46 3669680.385 37.28 -1.77 26.49 -1.07 69.479
741461.501 3669680.402 37.28 -1.79 26.14 -1.08 69.486
741460.568 3669680.42 37.48 -1.79 25.98 -1.09 69.492
741459.956 3669680.433 36.93 -1.76 25.75 -1.08 69.495
741459.393 3669680.445 36.15 -1.76 25.79 -1.07 69.498
741458.689 3669680.458 36.19 -1.78 25.79 -1.06 69.503
741457.277 3669680.479 36.66 -1.77 26.34 -1.07 69.517
741456.596 3669680.485 37.05 -1.78 26.53 -1.07 69.519
741456.089 3669680.482 37.56 -1.78 27.08 -1.07 69.511
741455.585 3669680.48 38.22 -1.77 27.47 -1.07 69.503
741454.951 3669680.478 37.44 -1.78 27.74 -1.09 69.494
741454.172 3669680.481 39.04 -1.78 27.94 -1.09 69.508
741453.271 3669680.486 37.67 -1.78 28.02 -1.1 69.526
741452.718 3669680.497 37.91 -1.78 28.05 -1.1 69.526
741452.393 3669680.505 37.67 -1.77 27.74 -1.1 69.525
741451.811 3669680.518 38.1 -1.76 27.74 -1.09 69.523
741451.208 3669680.53 37.91 -1.77 27.39 -1.1 69.535
741450.592 3669680.543 37.13 -1.76 27.27 -1.1 69.55
741450.127 3669680.551 37.36 -1.74 26.92 -1.09 69.56
741449.771 3669680.558 37.36 -1.72 26.84 -1.09 69.567
741449.544 3669680.562 36.77 -1.7 26.45 -1.07 69.571
741449.096 3669680.57 36.42 -1.69 26.53 -1.06 69.573
741448.477 3669680.581 35.48 -1.68 26.57 -1.05 69.561
741447.999 3669680.588 35.8 -1.68 26.73 -1.06 69.555
741447.632 3669680.589 36.07 -1.73 26.88 -1.07 69.558
741447.321 3669680.59 36.42 -1.77 26.92 -1.09 69.56
741446.935 3669680.592 36.77 -1.76 27.16 -1.09 69.565
741446.268 3669680.598 36.77 -1.74 26.84 -1.08 69.585
741445.644 3669680.606 36.77 -1.77 26.61 -1.09 69.606
741445.433 3669680.61 36.85 -1.8 26.73 -1.1 69.613
741444.805 3669680.624 35.95 -1.8 26.57 -1.1 69.637
741444.715 3669680.626 36.62 -1.78 26.45 -1.08 69.64
741443.896 3669680.656 36.7 -1.75 26.65 -1.06 69.654
741443.12 3669680.693 36.42 -1.72 25.95 -1.01 69.651
741442.998 3669680.701 36.19 -1.68 26.1 -0.99 69.646
741442.628 3669680.726 36.15 -1.64 25.71 -0.97 69.631
741442.196 3669680.755 36.38 -1.68 26.06 -0.98 69.614
741441.722 3669680.789 36.11 -1.71 25.32 -0.99 69.577
741441.167 3669680.831 35.68 -1.74 25.55 -1.01 69.527
741440.663 3669680.86 35.99 -1.73 25.48 -1.01 69.503
741440.199 3669680.877 36.15 -1.71 25.79 -1.02 69.508
741439.768 3669680.892 35.17 -1.71 25.83 -1.03 69.514
741439.336 3669680.903 35.45 -1.68 25.36 -1.03 69.514
741438.697 3669680.916 35.37 -1.68 25.44 -1.03 69.508
741438.03 3669680.926 36.15 -1.66 25.67 -1.02 69.514
741437.771 3669680.928 35.99 -1.69 25.79 -1.03 69.522
741437.415 3669680.93 36.15 -1.7 25.63 -1.03 69.534
741436.825 3669680.934 35.37 -1.71 26.18 -1.03 69.547
741436.32 3669680.937 35.48 -1.71 25.71 -1.03 69.545
741435.703 3669680.94 35.68 -1.69 25.71 -1.02 69.542
741435.157 3669680.948 35.99 -1.7 25.71 -1.01 69.548
741434.627 3669680.958 35.52 -1.71 25.44 -1.02 69.557
741434.1 3669680.969 35.8 -1.72 25.52 -1.03 69.566
741433.438 3669680.992 36.23 -1.73 25.36 -1.03 69.571
741432.424 3669681.034 35.17 -1.76 25.71 -1.04 69.576
741431.894 3669681.049 34.63 -1.76 25.36 -1.05 69.582
741431.295 3669681.062 35.06 -1.78 25.44 -1.04 69.591
741430.933 3669681.069 34.82 -1.75 25.48 -1.03 69.596
741430.17 3669681.088 35.13 -1.77 25.44 -1.03 69.607
741429.209 3669681.117 34.98 -1.79 24.54 -1.01 69.622
741428.27 3669681.142 33.81 -1.79 24.5 -1.01 69.635
741427.669 3669681.152 34.12 -1.76 24.85 -1.01 69.64
741426.796 3669681.166 34 -1.77 24.81 -1.02 69.648
741426.023 3669681.182 33.3 -1.77 24.58 -1.03 69.648
741425.105 3669681.206 33.22 -1.77 24.34 -1.02 69.643
741424.235 3669681.233 31.97 -1.77 24.07 -1.03 69.64
741423.515 3669681.271 31.77 -1.78 23.13 -1.03 69.643
741422.95 3669681.3 31.89 -1.76 22.78 -1.03 69.645
741422.385 3669681.33 30.72 -1.7 22.9 -1.01 69.648
741420.606 3669681.408 31.07 -1.72 23.37 -1.02 69.621
741420.533 3669681.411 31.31 -1.74 23.17 -1.03 69.62
741419.828 3669681.439 31.03 -1.73 22.82 -1.02 69.613
741419.255 3669681.458 30.06 -1.72 22.35 -1.02 69.611
741418.451 3669681.485 29.51 -1.74 22.51 -1.03 69.608
741417.662 3669681.511 28.69 -1.76 22.16 -1.05 69.611
741416.015 3669681.563 29.27 -1.77 22.04 -1.05 69.637
741415.443 3669681.582 28.77 -1.78 21.88 -1.04 69.639
741414.791 3669681.604 28.34 -1.76 21.77 -1.05 69.637
741414.138 3669681.627 27.75 -1.78 21.88 -1.05 69.635
741413.478 3669681.649 27.2 -1.79 21.69 -1.05 69.633
741412.222 3669681.68 27.44 -1.74 21.06 -1.04 69.636
741411.206 3669681.703 28.14 -1.7 21.38 -1.03 69.64
741410.206 3669681.71 27.4 -1.7 21.57 -1.03 69.65
741409.679 3669681.714 27.79 -1.71 21.3 -1.04 69.656
741408.768 3669681.727 27.95 -1.72 21.38 -1.03 69.662
741407.796 3669681.747 27.87 -1.72 21.53 -1.02 69.665
741406.891 3669681.766 29.35 -1.69 22.35 -1.03 69.667
741406.187 3669681.787 29.86 -1.71 22.74 -1.03 69.667
741405.482 3669681.807 30.45 -1.72 23.05 -1.03 69.667
741404.886 3669681.825 31.42 -1.7 23.64 -1.03 69.667
741403.939 3669681.835 31.38 -1.73 23.25 -1.04 69.681
741402.94 3669681.843 31.03 -1.71 23.45 -1.03 69.698
741402.035 3669681.839 31.5 -1.7 22.94 -1.01 69.712
741401.469 3669681.831 31.03 -1.66 22.31 -0.99 69.72
741400.9 3669681.824 30.6 -1.58 22.35 -0.96 69.728
741399.689 3669681.795 31.07 -1.49 22.55 -0.95 69.744
741398.833 3669681.769 31.42 -1.25 22.63 -0.91 69.755
741397.836 3669681.732 32.16 -0.7 23.99 -0.81 69.765
741397.116 3669681.7 33.88 0.42 25.79 -0.63 69.77
741396.603 3669681.677 37.56 1.76 27.66 -0.44 69.773
741395.766 3669681.652 39.39 2.23 27.82 -0.46 69.782
741394.395 3669681.629 37.98 1.57 26.49 -0.62 69.8
741393.528 3669681.623 35.8 0.59 25.32 -0.78 69.802
741393.076 3669681.622 34.35 -0.23 24.62 -0.88 69.8
741392.473 3669681.622 33.81 -0.81 24.19 -0.95 69.797
741391.692 3669681.619 33.57 -1.18 24.03 -1 69.812
741389.319 3669681.61 33.61 -1.41 23.91 -1.04 69.891
741389.268 3669681.61 32.36 -1.6 23.76 -1.06 69.891
741389.22 3669681.61 33.49 -1.73 23.95 -1.08 69.89
741388.669 3669681.612 33.38 -1.79 23.84 -1.08 69.885
741387.92 3669681.615 33.77 -1.84 23.95 -1.1 69.877
741386.992 3669681.615 33.3 -1.89 23.84 -1.12 69.9
741385.41 3669681.619 33.26 -1.89 23.99 -1.11 69.936
741384.968 3669681.621 33.3 -1.89 23.99 -1.11 69.944
741384.564 3669681.623 32.83 -1.92 23.88 -1.12 69.951
741384.087 3669681.626 31.85 -1.89 24.23 -1.12 69.959
741382.565 3669681.627 33.34 -1.93 24.93 -1.13 69.965
741381.434 3669681.627 32.59 -1.93 24.66 -1.13 69.969
741380.942 3669681.629 32.63 -1.88 24.34 -1.13 69.973
741380.111 3669681.631 32.44 -1.88 23.64 -1.12 69.979
741379.597 3669681.636 32.98 -1.89 23.95 -1.13 69.982
741378.795 3669681.652 33.26 -1.88 24.11 -1.12 69.984
741377.849 3669681.671 33.14 -1.88 24.15 -1.12 69.987
741377.108 3669681.68 32.98 -1.86 23.8 -1.11 69.98
741376.437 3669681.689 33.38 -1.88 24.07 -1.1 69.972
741375.608 3669681.7 32.48 -1.88 24.3 -1.08 69.966
741374.728 3669681.714 33.34 -1.91 24.03 -1.08 69.97
741373.667 3669681.734 33.41 -1.92 24.62 -1.09 69.974
741372.972 3669681.768 33.41 -1.9 24.66 -1.09 69.969
741372.528 3669681.789 33.18 -1.89 24.93 -1.08 69.966
741370.649 3669681.886 33.65 -1.86 24.81 -1.1 69.972
741369.952 3669681.922 33.18 -1.87 24.81 -1.11 69.979
741369.295 3669681.953 33.65 -1.86 24.89 -1.11 69.969
741368.852 3669681.972 33.65 -1.92 25.13 -1.12 69.958
741368.37 3669681.993 34.78 -1.92 25.32 -1.15 69.946
741367.638 3669682.023 35.21 -1.96 25.36 -1.15 69.934
741365.997 3669682.067 34.39 -1.96 25.24 -1.16 69.967
741365.337 3669682.072 34.12 -1.92 25.01 -1.16 69.956
741364.884 3669682.07 34.08 -1.97 24.66 -1.16 69.938
741364.385 3669682.069 33.69 -1.97 24.15 -1.16 69.919
741363.839 3669682.066 32.2 -1.99 23.48 -1.15 69.897
741362.306 3669682.055 31.93 -1.99 22.82 -1.16 69.915
741361.405 3669682.053 31.07 -2 22.47 -1.15 69.925
741360.792 3669682.058 31.42 -1.98 22.9 -1.15 69.923
741360.176 3669682.064 30.76 -2 22.08 -1.15 69.922
741359.397 3669682.074 30.45 -2.02 21.53 -1.14 69.919
741358.393 3669682.101 29.7 -1.99 21.49 -1.15 69.907
741357.373 3669682.127 29.74 -1.97 21.49 -1.16 69.897
741356.864 3669682.142 29.43 -2.01 21.34 -1.17 69.905
741356.2 3669682.16 29.43 -2.01 21.69 -1.19 69.914
741355.432 3669682.182 29.82 -1.98 21.88 -1.19 69.925
741354.528 3669682.202 30.09 -2.02 22 -1.19 69.951
741353.214 3669682.228 30.02 -2 21.84 -1.2 69.99
741352.759 3669682.222 29.94 -1.98 21.69 -1.19 70.004
741352.386 3669682.218 29.2 -1.97 21.3 -1.17 70.016
741351.892 3669682.213 28.02 -1.93 21.34 -1.16 70.031
741351.174 3669682.202 27.63 -1.91 20.48 -1.13 70.056
741349.966 3669682.159 26.42 -1.92 19.97 -1.12 70.115
741349.154 3669682.132 26.85 -1.89 19.81 -1.1 70.153
741348.341 3669682.116 27.05 -1.89 19.54 -1.09 70.179
741347.851 3669682.106 26.54 -1.9 20.48 -1.1 70.195
741347.104 3669682.089 27.24 -1.9 21.1 -1.11 70.214
741346.209 3669682.062 27.4 -1.84 21.88 -1.12 70.211
741345.252 3669682.026 27.87 -1.84 21.65 -1.13 70.211
741344.714 3669681.983 28.14 -1.81 21.53 -1.14 70.223
741344.263 3669681.947 28.49 -1.82 22.39 -1.15 70.233
741343.545 3669681.883 28.92 -1.84 22.66 -1.16 70.248
741342.209 3669681.722 29.74 -1.93 26.84 -1.23 70.271
741341.937 3669681.683 29.59 -1.94 24.11 -1.2 70.282
741341.636 3669681.641 28.38 -1.92 22.63 -1.19 70.295
741341.226 3669681.582 27.95 -1.91 21.49 -1.19 70.313
741340.898 3669681.535 26.85 -1.91 21.02 -1.19 70.328
741340.234 3669681.44 26.42 -1.92 20.32 -1.2 70.364
741339.564 3669681.364 25.99 -1.9 19.89 -1.18 70.392
741339.244 3669681.348 25.21 -1.89 19.54 -1.16 70.397
741338.827 3669681.327 23.61 -1.94 19.38 -1.17 70.404
741338.446 3669681.319 22.67 -1.96 19.11 -1.16 70.413
741337.431 3669681.442 22.52 -2.02 19.11 -1.16 70.473
741336.998 3669681.542 22.36 -2.09 20.05 -1.16 70.491
741336.676 3669681.641 22.28 -2.11 18.84 -1.16 70.499
741336.355 3669681.739 21.46 -2.13 17.82 -1.14 70.508
741335.81 3669681.932 20.41 -2.15 17.31 -1.13 70.521
741335.033 3669682.332 20.17 -2.13 17.31 -1.12 70.536
741334.48 3669682.675 20.09 -2.11 17.35 -1.11 70.551
741334.12 3669682.988 20.06 -2.04 17.55 -1.1 70.566
741333.841 3669683.229 19.82 -2.01 18.95 -1.11 70.577
741333.481 3669683.542 20.17 -2.02 18.48 -1.1 70.592
741333.149 3669684.098 19.51 -2.08 17.47 -1.1 70.582
741332.718 3669684.822 19.63 -2.15 17.51 -1.13 70.568
741332.591 3669685.31 19.16 -2.17 17.63 -1.14 70.574
741332.506 3669685.707 19.74 -2.17 18.02 -1.16 70.58
741332.406 3669686.175 20.33 -2.13 17.78 -1.15 70.588
741332.413 3669686.98 20.99 -2.14 17.23 -1.14 70.577
741332.459 3669687.602 21.15 -2.09 17.55 -1.13 70.562
741332.573 3669688.148 20.84 -2.05 17.9 -1.12 70.551
741332.717 3669688.518 20.72 -2.1 17.63 -1.14 70.545
741332.862 3669688.888 20.91 -2.16 18.02 -1.14 70.54
741333.193 3669689.549 21.58 -2.18 18.17 -1.14 70.529
741333.631 3669690.114 21.7 -2.21 19.19 -1.15 70.519
741334.414 3669690.876 21.97 -2.23 20.52 -1.18 70.5
741334.674 3669691.047 21.58 -2.18 19.34 -1.17 70.493
741334.935 3669691.219 21.42 -2.19 18.68 -1.17 70.486
741335.294 3669691.455 21.38 -2.26 19.19 -1.15 70.477
741336.152 3669691.685 21.85 -2.3 19.11 -1.15 70.461
741336.991 3669691.843 22.05 -2.32 19.97 -1.15 70.447
741337.403 3669691.852 22.56 -2.37 19.66 -1.14 70.442
741337.722 3669691.859 21.85 -2.43 19.19 -1.14 70.439
741338.071 3669691.867 21.73 -2.39 18.84 -1.15 70.435
741338.63 3669691.838 20.52 -2.38 18.45 -1.15 70.421
741339.642 3669691.756 20.64 -2.4 17.94 -1.13 70.389
741339.993 3669691.702 19.59 -2.37 17.39 -1.13 70.37
741340.258 3669691.661 19.39 -2.37 17.16 -1.13 70.356
741340.609 3669691.607 20.45 -2.36 17.16 -1.12 70.338
741341.05 3669691.539 20.52 -2.33 17.51 -1.13 70.314
741341.81 3669691.382 21.42 -2.3 18.33 -1.13 70.292
741342.689 3669691.198 23.77 -2.3 18.6 -1.15 70.267
741343.139 3669691.101 24.27 -2.28 19.89 -1.15 70.258
741343.624 3669690.995 25.41 -2.26 20.52 -1.14 70.247
741344.035 3669690.906 26.54 -2.27 21.1 -1.17 70.239
741346.102 3669690.524 27.36 -2.24 21.26 -1.18 70.196
741346.296 3669690.499 27.24 -2.18 24.23 -1.14 70.189
741346.296 3669690.499 26.62 -2.15 23.68 -1.1 70.189
741346.725 3669690.442 27.09 -2.15 21.65 -1.12 70.175
741347.528 3669690.345 26.7 -2.16 20.63 -1.14 70.152
741348.112 3669690.291 26.54 -2.17 20.2 -1.15 70.144
741348.916 3669690.217 26.03 -2.16 20.2 -1.15 70.134
741349.542 3669690.165 26.34 -2.1 19.93 -1.13 70.111
741350.168 3669690.115 26.07 -2.08 20.13 -1.12 70.084
741350.699 3669690.073 26.42 -2.12 20.48 -1.15 70.06
741351.867 3669689.997 27.36 -2.15 20.75 -1.18 70.036
741352.526 3669689.956 27.56 -2.16 20.75 -1.19 70.025
741353.086 3669689.932 27.36 -2.14 21.14 -1.19 70.014
741353.736 3669689.909 27.75 -2.15 21.22 -1.17 70.002
741354.246 3669689.89 28.22 -2.15 21.41 -1.15 69.992
741354.925 3669689.879 28.38 -2.13 21.61 -1.14 69.985
741355.98 3669689.882 28.65 -2.15 21.53 -1.14 69.98
741356.818 3669689.9 28.14 -2.17 21.65 -1.14 69.972
741357.473 3669689.936 28.22 -2.15 22.51 -1.14 69.96
741357.909 3669689.96 28.45 -2.18 22.31 -1.13 69.952
741358.435 3669689.989 28.53 -2.18 22.31 -1.12 69.943
741359.557 3669690.026 28.34 -2.17 22.12 -1.12 69.947
741360.533 3669690.053 28.34 -2.19 22.51 -1.1 69.949
741361.22 3669690.049 28.92 -2.2 22.27 -1.11 69.931
741361.773 3669690.045 28.69 -2.17 22 -1.1 69.917
741362.322 3669690.042 28.26 -2.21 22.12 -1.09 69.903
741363.164 3669690.053 29 -2.2 23.21 -1.09 69.899
741364.122 3669690.067 30.02 -2.22 23.13 -1.09 69.896
741364.835 3669690.066 30.88 -2.22 23.37 -1.1 69.904
741365.295 3669690.063 29.98 -2.21 23.33 -1.11 69.911
741365.803 3669690.06 29.94 -2.25 23.21 -1.1 69.919
741366.598 3669690.051 29.74 -2.24 23.29 -1.11 69.92
741367.827 3669690.027 30.21 -2.22 23.25 -1.1 69.901
741368.493 3669690.012 30.45 -2.24 22.9 -1.1 69.903
741369.256 3669689.993 30.56 -2.22 22.78 -1.1 69.916
741369.781 3669689.981 29.39 -2.24 22.2 -1.09 69.925
741370.609 3669689.946 28.73 -2.25 21.06 -1.07 69.928
741371.425 3669689.904 28.06 -2.17 21.1 -1.07 69.925
741372.33 3669689.852 28.34 -2.14 22.04 -1.07 69.924
741373.06 3669689.798 28.77 -2.16 22.39 -1.08 69.929
741373.424 3669689.771 29.94 -2.16 22.7 -1.09 69.931
741374.064 3669689.724 29.63 -2.17 23.13 -1.09 69.936
741375.463 3669689.6 29.7 -2.19 22.98 -1.1 69.928
741376.339 3669689.526 29.9 -2.18 22.43 -1.1 69.922
741376.898 3669689.489 29.78 -2.18 21.88 -1.1 69.913
741377.461 3669689.452 28.96 -2.18 21.41 -1.1 69.904
741377.975 3669689.418 28.53 -2.17 21.84 -1.09 69.895
741379.723 3669689.334 28.77 -2.16 21.84 -1.09 69.887
741380.324 3669689.307 29 -2.17 21.84 -1.08 69.886
741381.136 3669689.277 28.73 -2.19 21.49 -1.09 69.885
741381.728 3669689.257 28.41 -2.16 21.3 -1.06 69.884
741382.375 3669689.234 27.63 -2.15 21.14 -1.06 69.882
741383.58 3669689.189 27.2 -2.15 21.06 -1.06 69.872
741384.479 3669689.155 27.83 -2.13 21.45 -1.05 69.864
741385.221 3669689.132 28.06 -2.13 21.84 -1.06 69.843
741386.001 3669689.111 29 -2.09 21.96 -1.05 69.812
741386.575 3669689.095 29.78 -2.06 21.96 -1.05 69.789
741387.338 3669689.074 29.98 -2.03 22.43 -1.04 69.779
741388.429 3669689.043 29.47 -1.98 22.47 -1.04 69.791
741389.361 3669689.021 29.08 -1.85 21.88 -1.03 69.799
741389.987 3669689.014 28.22 -1.64 21.69 -0.98 69.798
741390.518 3669689.007 28.1 -1.18 21.96 -0.9 69.798
741391.145 3669689 30.41 -0.22 23.52 -0.72 69.797
741392.207 3669689.011 34.23 1.33 26.84 -0.45 69.769
741393.58 3669689.029 36.77 2.28 27.27 -0.34 69.733
741394.103 3669689.034 36.27 1.92 26.06 -0.47 69.735
741394.779 3669689.04 33.18 0.88 23.76 -0.66 69.738
741395.352 3669689.045 30.8 -0.13 22.23 -0.8 69.741
741396.364 3669689.043 29.51 -0.82 22.23 -0.9 69.735
741397.524 3669689.038 29.9 -1.34 22.55 -0.97 69.725
741398.162 3669689.035 29.9 -1.61 21.8 -1 69.716
741398.911 3669689.033 29.08 -1.79 21.84 -1.01 69.704
741399.604 3669689.03 29.31 -1.9 22.47 -1.03 69.693
741400.429 3669689.026 30.17 -1.98 23.6 -1.03 69.689
741401.444 3669689.02 30.45 -2.02 23.45 -1.04 69.689
741402.453 3669689.01 30.17 -2.05 23.33 -1.06 69.685
741402.904 3669689.004 29.82 -2.08 23.25 -1.06 69.681
741403.455 3669688.997 30.41 -2.08 23.13 -1.06 69.677
741404.228 3669688.984 29.94 -2.07 22.63 -1.05 69.674
741405.204 3669688.96 29.9 -2.11 22.43 -1.05 69.683
741405.998 3669688.94 28.92 -2.11 22.39 -1.04 69.69
741406.524 3669688.92 28.81 -2.14 22.51 -1.06 69.685
741407.092 3669688.899 28.57 -2.17 22.35 -1.06 69.679
741407.457 3669688.885 28.38 -2.13 22.47 -1.06 69.676
741408.14 3669688.856 28.1 -2.12 21.73 -1.04 69.672
741409.52 3669688.794 26.42 -2.09 20.87 -1.03 69.674
741410.083 3669688.769 25.68 -2.1 20.24 -1.03 69.668
741410.382 3669688.755 24.2 -2.07 19.62 -1.04 69.665
741410.981 3669688.728 23.92 -2.07 19.19 -1.03 69.659
741411.652 3669688.7 24.12 -2.07 19.15 -1.04 69.653
741412.584 3669688.662 24.12 -2.07 18.84 -1.04 69.646
